"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"reference"
"FL.1*"	0.0085669	0.00411	0.01303	520	"Alberta"	"EG.5.1.1"
"EG.5.1.4"	0.00845496	0.00575	0.01116	877	"Canada"	"EG.5*"
"XBB.1.5*"	0.00839523	0	0.01836	132	"Nova Scotia"	"EG.5.1.1"
"HF.1*"	0.00817867	0.00246	0.0139	161	"Canada"	"EG.5.1.1"
"FL.1.5*"	0.00809538	0.00597	0.01022	1978	"Canada"	"EG.5.1.1"
"FY.3.1"	0.00808266	0	0.02148	28	"Canada"	"EG.5*"
"XBB.1.41.1"	0.00799867	0	0.03265	11	"British Columbia"	"EG.5*"
"HF.1"	0.00798854	0	0.02019	36	"Alberta"	"EG.5*"
"FL.1*"	0.00798073	0.00586	0.0101	1982	"Canada"	"EG.5.1.1"
"GK.1*"	0.00794684	0.00055	0.01535	108	"Alberta"	"EG.5.1.1"
"FL.13*"	0.00784887	0	0.02894	11	"Ontario"	"EG.5.1.1"
"XBB.1.16.15"	0.00784836	0	0.01724	59	"Ontario"	"EG.5*"
"GK.1.1"	0.00782416	0.00202	0.01363	174	"Ontario"	"EG.5*"
"FL.1.5*"	0.00779921	0.00468	0.01092	899	"Ontario"	"EG.5.1.1"
"FY.1.2"	0.00777026	0	0.02014	33	"Canada"	"EG.5*"
"JG*"	0.00761667	0	0.01923	66	"New Brunswick"	"EG.5.1.1"
"JM*"	0.00759969	0	0.01686	61	"Ontario"	"EG.5.1.1"
"XBB.1.5.70"	0.0075964	0	0.0194	36	"Canada"	"EG.5*"
"FL.1*"	0.00755881	0.00444	0.01067	903	"Ontario"	"EG.5.1.1"
"XBB.1.42.1"	0.00742738	0	0.01673	59	"Canada"	"EG.5*"
"FL*"	0.00739039	0	0.01622	104	"Quebec"	"EG.5.1.1"
"FL.13*"	0.0072804	0	0.02612	14	"Canada"	"EG.5.1.1"
"FL.13"	0.00725715	0	0.02867	12	"Canada"	"EG.5*"
"EG.5.1"	0.00725098	0.00165	0.01285	282	"British Columbia"	"EG.5*"
"FL.10.1"	0.00724214	0	0.02797	16	"British Columbia"	"EG.5*"
"JF*"	0.00721937	0.00509	0.00935	1939	"Canada"	"EG.5.1.1"
"DV.7.1*"	0.00694628	0	0.01523	85	"Alberta"	"EG.5.1.1"
"DV*"	0.00694628	0	0.01523	85	"Alberta"	"EG.5.1.1"
"XBB.2.3.8"	0.00692991	0	0.02991	13	"British Columbia"	"EG.5*"
"HG*"	0.00692991	0	0.02991	13	"British Columbia"	"EG.5.1.1"
"EG.6.1.1"	0.00683625	0	0.01782	43	"Ontario"	"EG.5*"
"FL*"	0.00672793	0	0.01812	120	"Nova Scotia"	"EG.5.1.1"
"FY.4.1.1"	0.00665831	0	0.02144	23	"Canada"	"EG.5*"
"GK.1.1"	0.00652545	0	0.01428	96	"Alberta"	"EG.5*"
"CH.1.1*"	0.00650733	0	0.01439	97	"Alberta"	"EG.5.1.1"
"EG.5.1"	0.0060711	0.00386	0.00828	1560	"Canada"	"EG.5*"
"FL.15*"	0.00605863	0.00078	0.01134	191	"Canada"	"EG.5.1.1"
"XBB.2.3*"	0.0060326	0	0.01952	41	"Nova Scotia"	"EG.5.1.1"
"XBB.1.16.9"	0.0060115	0	0.01615	76	"British Columbia"	"EG.5*"
"XBB.1.16.15"	0.00598448	0	0.01633	50	"Alberta"	"EG.5*"
"JM*"	0.00598448	0	0.01633	50	"Alberta"	"EG.5.1.1"
"HK.1"	0.00571949	0	0.01295	101	"Canada"	"EG.5*"
"HF.1"	0.00563146	0	0.0131	93	"Canada"	"EG.5*"
"XBB.1.16.15"	0.00559803	0.00023	0.01096	188	"Canada"	"EG.5*"
"FL.1.5*"	0.00558376	0	0.01777	102	"Nova Scotia"	"EG.5.1.1"
"FL.1*"	0.00558376	0	0.01777	102	"Nova Scotia"	"EG.5.1.1"
"GS*"	0.00558039	0	0.01672	43	"Alberta"	"EG.5.1.1"
"EG.5.1.4"	0.00555478	0	0.02121	25	"Nova Scotia"	"EG.5*"
"JJ*"	0.00555478	0	0.02121	25	"Nova Scotia"	"EG.5.1.1"
"XBB.1.42*"	0.00544632	0	0.01668	41	"Ontario"	"EG.5.1.1"
"HF.1*"	0.00544227	0	0.0164	45	"Alberta"	"EG.5.1.1"
"JM*"	0.00543114	0.00012	0.01075	192	"Canada"	"EG.5.1.1"
"FL*"	0.00538529	0.0011	0.00967	592	"Alberta"	"EG.5.1.1"
"FL.1.5.1"	0.00533213	0	0.01157	255	"British Columbia"	"EG.5*"
"XBB.1.41*"	0.00520619	0	0.01472	57	"Canada"	"EG.5.1.1"
"XBB.1.5*"	0.00518343	0.00113	0.00924	528	"Alberta"	"EG.5.1.1"
"XBB.1.16.15"	0.00501702	0	0.01623	57	"British Columbia"	"EG.5*"
"FY.5"	0.00494785	0	0.02089	20	"Ontario"	"EG.5*"
"GK.2.1"	0.00490128	0	0.02808	13	"British Columbia"	"EG.5*"
"GK*"	0.00490083	0	0.01111	163	"Alberta"	"EG.5.1.1"
"JM*"	0.00489812	0	0.01595	59	"British Columbia"	"EG.5.1.1"
"FL.1.5.1"	0.00484482	0	0.01713	100	"Nova Scotia"	"EG.5*"
"HN*"	0.00484482	0	0.01713	100	"Nova Scotia"	"EG.5.1.1"
"GK.2.1"	0.00483427	0	0.02273	16	"Ontario"	"EG.5*"
"HN*"	0.00477241	0	0.01098	260	"British Columbia"	"EG.5.1.1"
"GN*"	0.00476975	0	0.02339	14	"Alberta"	"EG.5.1.1"
"FL.1.5.1"	0.00474649	0.00015	0.00934	446	"Alberta"	"EG.5*"
"GK.2"	0.00473151	0	0.0119	103	"Ontario"	"EG.5*"
"GW.5.1*"	0.00468908	0	0.02372	14	"Canada"	"EG.5.1.1"
"GS.4*"	0.00466191	0	0.01669	36	"Alberta"	"EG.5.1.1"
"FL.1.5*"	0.00466	0	0.01085	262	"British Columbia"	"EG.5.1.1"
"FL.1*"	0.00466	0	0.01085	262	"British Columbia"	"EG.5.1.1"
"EG.5.1.3"	0.00454234	0	0.01013	364	"British Columbia"	"EG.5*"
"HN*"	0.00452208	0	0.00911	452	"Alberta"	"EG.5.1.1"
"FY.4.1*"	0.00451969	0	0.01827	27	"Canada"	"EG.5.1.1"
"DV.7.1"	0.00451328	0	0.01321	75	"Alberta"	"EG.5*"
"XBB.1.16.9"	0.00450357	0	0.01411	57	"Alberta"	"EG.5*"
"FL.1.5.1"	0.00439457	0.00216	0.00663	1658	"Canada"	"EG.5*"
"HN*"	0.00433644	0.00212	0.00655	1717	"Canada"	"EG.5.1.1"
"JL.1"	0.00420642	0	0.02535	16	"British Columbia"	"EG.5*"
"FY.1.2"	0.0040256	0	0.02338	19	"British Columbia"	"EG.5*"
"FY.1*"	0.0040256	0	0.02338	19	"British Columbia"	"EG.5.1.1"
"FY*"	0.00400119	0	0.00903	216	"Canada"	"EG.5.1.1"
"FY.3*"	0.00377888	0	0.01644	32	"Canada"	"EG.5.1.1"
"XBB.1.22*"	0.00353932	0	0.00856	218	"Canada"	"EG.5.1.1"
"GE.1.1"	0.00347	0	0.01724	27	"Canada"	"EG.5*"
"XBB.1.16.17"	0.00338813	0	0.01312	57	"Ontario"	"EG.5*"
"FL.15"	0.00335706	0	0.01254	63	"Ontario"	"EG.5*"
"GS.4.1"	0.00313635	0	0.01686	27	"Alberta"	"EG.5*"
"FL.1.5"	0.0031006	0	0.02307	13	"Ontario"	"EG.5*"
"EG.6.1*"	0.00292668	0	0.0076	289	"Ontario"	"EG.5.1.1"
"HN*"	0.00279314	0	0.0061	734	"Ontario"	"EG.5.1.1"
"FL.1.5.1"	0.0027894	0	0.00614	695	"Ontario"	"EG.5*"
"GW.5*"	0.00255415	0	0.01475	35	"Canada"	"EG.5.1.1"
"HN.1"	0.00245169	0	0.01419	39	"Ontario"	"EG.5*"
"FK.1.1.2"	0.0024465	0	0.02276	12	"Alberta"	"EG.5*"
"FK.1*"	0.0024465	0	0.02276	12	"Alberta"	"EG.5.1.1"
"FK.1.1*"	0.0024465	0	0.02276	12	"Alberta"	"EG.5.1.1"
"HK.4"	0.00227105	0	0.02778	11	"British Columbia"	"EG.5*"
"EG.5.1.3"	0.00224818	0	0.008	206	"Alberta"	"EG.5*"
"EG.6.1"	0.0022137	0	0.00719	246	"Ontario"	"EG.5*"
"XBB.2.3.2"	0.0021135	0	0.01408	35	"Alberta"	"EG.5*"
"HN.1"	0.00195299	0	0.0114	59	"Canada"	"EG.5*"
"XBB.1.16.6"	0.00185149	0	0.00426	1269	"Canada"	"EG.5*"
"EG.7"	0.00171442	0	0.0121	71	"British Columbia"	"EG.5*"
"FL*"	0.00135241	0	0.00323	2803	"Canada"	"EG.5.1.1"
"EG.5.1"	0.00132843	0	0.01424	55	"Nova Scotia"	"EG.5*"
"GK.2*"	0.0012073	0	0.0077	133	"Ontario"	"EG.5.1.1"
"JA.1"	0.00116314	0	0.01398	32	"Canada"	"EG.5*"
"JA.1"	0.00115116	0	0.01439	31	"Ontario"	"EG.5*"
"XCF"	0.00111135	0	0.01883	17	"Ontario"	"EG.5*"
"CH.1.1*"	0.00103927	0	0.01238	62	"British Columbia"	"EG.5.1.1"
"GJ.1.2*"	0.00103678	0	0.02219	11	"Quebec"	"EG.5.1.1"
"GN.1.1"	0.00076698	0	0.01381	46	"British Columbia"	"EG.5*"
"EG.5.1.3"	0.0006932	0	0.0032	1235	"Canada"	"EG.5*"
"FL.15*"	0.00065047	0	0.0201	13	"Alberta"	"EG.5.1.1"
"HK.6"	0.00064549	0	0.02344	14	"British Columbia"	"EG.5*"
"GW.5"	0.00057453	0	0.01635	21	"Canada"	"EG.5*"
"XBB.1.16*"	0.00045418	0	0.0043	1185	"British Columbia"	"EG.5.1.1"
"XCF"	0.00039717	0	0.01787	17	"Canada"	"EG.5*"
"HF.1"	0.00018232	0	0.01424	27	"Ontario"	"EG.5*"
"FL.15"	0.00011609	0	0.02033	12	"Alberta"	"EG.5*"
"FL*"	0.00003212	0	0.00273	1360	"Ontario"	"EG.5.1.1"
