"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"KS.1*"	0.05096636	0.04454	0.05739	437	"Canada"	0	"JN.1*"
"JN.1.18"	0.04974414	0.03053	0.06896	41	"Ontario"	0	"JN.1"
"LE.1*"	0.04942151	0.03553	0.06331	33	"Canada"	0	"JN.1*"
"JN.1.11.1"	0.04901391	0.02176	0.07627	12	"British Columbia"	0	"JN.1"
"JN.1.16"	0.04874634	0.03395	0.06354	73	"British Columbia"	0	"JN.1"
"JN.1.28*"	0.04870794	0.02511	0.07231	14	"Alberta"	0	"JN.1*"
"KW.1*"	0.04870794	0.02511	0.07231	14	"Alberta"	0	"JN.1*"
"KW*"	0.04870794	0.02511	0.07231	14	"Alberta"	0	"JN.1*"
"LA.1"	0.04855101	0.03355	0.06355	27	"Canada"	0	"JN.1"
"JN.1.4.3"	0.04820784	0.03233	0.06409	21	"Canada"	0	"JN.1"
"LP*"	0.04799109	0.03173	0.06425	52	"British Columbia"	0	"JN.1*"
"JN.1.16.1"	0.04784446	0.03337	0.06232	56	"Ontario"	0	"JN.1"
"KP.1.1"	0.04770638	0.03989	0.05552	209	"Canada"	0	"JN.1"
"LE.1"	0.04639189	0.02653	0.06625	22	"Ontario"	0	"JN.1"
"LE.1*"	0.04639189	0.02653	0.06625	22	"Ontario"	0	"JN.1*"
"KP.1.1"	0.04621093	0.02155	0.07087	17	"Quebec"	0	"JN.1"
"KP.2"	0.04619051	0.03579	0.05659	178	"Ontario"	0	"JN.1"
"KW.1*"	0.04615112	0.0345	0.05781	49	"Canada"	0	"JN.1*"
"LQ.1.1"	0.0461404	0.02461	0.06767	15	"Alberta"	0	"JN.1"
"LQ.1*"	0.0461404	0.02461	0.06767	15	"Alberta"	0	"JN.1*"
"JN.1.1*"	0.04613515	0.029	0.06327	24	"Ontario"	0	"JN.1*"
"JN.1.18*"	0.0459646	0.03833	0.0536	180	"Canada"	0	"JN.1*"
"KP.1*"	0.04595942	0.03599	0.05593	241	"British Columbia"	0	"JN.1*"
"KP.4.2*"	0.04560325	0.03342	0.05779	41	"Canada"	0	"JN.1*"
"XDV.1"	0.04556939	0.03483	0.05631	64	"Canada"	0	"JN.1"
"XDK*"	0.04544069	0.0303	0.06058	51	"British Columbia"	0	"JN.1*"
"JN.1.18.4"	0.0453943	0.02828	0.06251	20	"Canada"	0	"JN.1"
"JN.1.7.4"	0.04530734	0.03138	0.05924	31	"Canada"	0	"JN.1"
"KP.4.2"	0.04507036	0.03277	0.05737	39	"Canada"	0	"JN.1"
"XDV.1"	0.04499186	0.02684	0.06314	36	"British Columbia"	0	"JN.1"
"KP.1.1*"	0.04494563	0.03492	0.05497	233	"British Columbia"	0	"JN.1*"
"KR.1*"	0.04485325	0.03062	0.05909	72	"Alberta"	0	"JN.1*"
"KS*"	0.04480638	0.03221	0.0574	104	"Alberta"	0	"JN.1*"
"JN.1.13*"	0.04480638	0.03221	0.0574	104	"Alberta"	0	"JN.1*"
"KP.2"	0.04414365	0.03384	0.05445	380	"Alberta"	0	"JN.1"
"MD*"	0.04395234	0.02577	0.06214	15	"Canada"	0	"JN.1*"
"KP.2"	0.04388385	0.03878	0.04899	831	"Canada"	0	"JN.1"
"JN.1.13*"	0.04372479	0.03808	0.04937	583	"Canada"	0	"JN.1*"
"KS*"	0.04363142	0.03799	0.04927	580	"Canada"	0	"JN.1*"
"KR.1"	0.04350879	0.02923	0.05779	68	"Alberta"	0	"JN.1"
"LH*"	0.04349216	0.02837	0.05861	27	"Canada"	0	"JN.1*"
"LU*"	0.04341325	0.02235	0.06448	11	"Canada"	0	"JN.1*"
"JN.1.52"	0.04304426	0	0.11769	15	"Nova Scotia"	0	"JN.1"
"JN.1.48*"	0.04283785	0.03054	0.05513	39	"Canada"	0	"JN.1*"
"KS.1"	0.04281387	0.031	0.05463	196	"Ontario"	0	"JN.1"
"KP.4*"	0.04248419	0.03471	0.05026	137	"Canada"	0	"JN.1*"
"KW*"	0.04215108	0.01997	0.06434	17	"British Columbia"	0	"JN.1*"
"JN.1.1*"	0.04205065	0.0286	0.0555	77	"Alberta"	0	"JN.1*"
"LE*"	0.04149357	0.02299	0.05999	24	"Ontario"	0	"JN.1*"
"KW*"	0.0414357	0.03057	0.0523	52	"Canada"	0	"JN.1*"
"KS.1"	0.04123677	0.0346	0.04788	288	"Canada"	0	"JN.1"
"KP.4.1*"	0.04119561	0.0325	0.0499	96	"Canada"	0	"JN.1*"
"KP.2.13"	0.04061585	0.02546	0.05577	39	"Alberta"	0	"JN.1"
"KQ*"	0.04056955	0.01721	0.06393	16	"British Columbia"	0	"JN.1*"
"KU*"	0.04051445	0.02715	0.05388	34	"Canada"	0	"JN.1*"
"KV*"	0.0404948	0.02062	0.06037	20	"Ontario"	0	"JN.1*"
"KP.1.1"	0.04041229	0.02189	0.05894	18	"Alberta"	0	"JN.1"
"LD*"	0.0401518	0.02768	0.05263	36	"Canada"	0	"JN.1*"
"JN.1.30*"	0.03995234	0.0268	0.05311	35	"Canada"	0	"JN.1*"
"KW.1.1"	0.03960874	0.01955	0.05966	11	"Canada"	0	"JN.1"
"KP.1.1.1"	0.03950725	0.02604	0.05297	68	"British Columbia"	0	"JN.1"
"MG*"	0.03950725	0.02604	0.05297	68	"British Columbia"	0	"JN.1*"
"KP.2.14"	0.03942775	0.02422	0.05464	28	"Alberta"	0	"JN.1"
"MK*"	0.03908083	0.01902	0.05914	12	"Alberta"	0	"JN.1*"
"JN.1.48*"	0.03802069	0.02002	0.05602	26	"British Columbia"	0	"JN.1*"
"KP.2"	0.03774745	0.02797	0.04752	162	"British Columbia"	0	"JN.1"
"LE.1"	0.03761887	0.02262	0.05262	22	"Canada"	0	"JN.1"
"LE*"	0.0374044	0.02599	0.04881	43	"Canada"	0	"JN.1*"
"JN.1.48.1"	0.03720644	0.02377	0.05064	30	"Canada"	0	"JN.1"
"KP.3"	0.0370262	0.0288	0.04525	165	"Ontario"	0	"JN.1"
"KP.3.1.6"	0.03694888	0.01662	0.05728	11	"Alberta"	0	"JN.1"
"JN.1.1*"	0.03632967	0.0107	0.06196	14	"Quebec"	0	"JN.1*"
"JN.1.16"	0.03631917	0.02852	0.04412	148	"Canada"	0	"JN.1"
"KW.1"	0.03611274	0.02164	0.05058	23	"Canada"	0	"JN.1"
"JN.1.48.1"	0.03592733	0.01766	0.05419	25	"British Columbia"	0	"JN.1"
"LD*"	0.03592733	0.01766	0.05419	25	"British Columbia"	0	"JN.1*"
"JN.1.40"	0.03585866	0.01321	0.0585	14	"Ontario"	0	"JN.1"
"XDK.1*"	0.03570752	0.01976	0.05165	41	"British Columbia"	0	"JN.1*"
"JN.1.1*"	0.03561443	0.02867	0.04256	188	"Canada"	0	"JN.1*"
"KQ*"	0.03528584	0.02519	0.04538	53	"Canada"	0	"JN.1*"
"KP.2.1"	0.03512648	0.02451	0.04574	62	"Canada"	0	"JN.1"
"KZ*"	0.03505389	0.02033	0.04977	24	"Canada"	0	"JN.1*"
"JN.1.13.1"	0.03499577	0.01904	0.05095	44	"Ontario"	0	"JN.1"
"JN.1.16"	0.03464979	0.02006	0.04924	28	"Alberta"	0	"JN.1"
"KP.4.1"	0.03394627	0.02471	0.04318	72	"Canada"	0	"JN.1"
"KP.5"	0.03377067	0.01866	0.04888	27	"Alberta"	0	"JN.1"
"KP.2.4"	0.03360929	0.01646	0.05076	17	"Canada"	0	"JN.1"
"JN.1.1.6"	0.03359498	0.01867	0.04852	23	"Canada"	0	"JN.1"
"LA*"	0.03352009	0.022	0.04504	41	"Canada"	0	"JN.1*"
"XDK.1"	0.03220284	0.01606	0.04835	38	"British Columbia"	0	"JN.1"
"XDK*"	0.03189146	0.01834	0.04544	27	"Alberta"	0	"JN.1*"
"XDP"	0.03179944	0.01952	0.04408	104	"British Columbia"	0	"JN.1"
"JN.1.18*"	0.03166032	0.01921	0.04411	38	"Alberta"	0	"JN.1*"
"LK*"	0.0316599	0.01141	0.05191	14	"Ontario"	0	"JN.1*"
"LE*"	0.03127093	0.01394	0.04861	15	"Alberta"	0	"JN.1*"
"JN.1.18*"	0.03080835	0.01447	0.04715	26	"British Columbia"	0	"JN.1*"
"JN.1.4.5"	0.0306736	0.00753	0.05382	11	"Ontario"	0	"JN.1"
"JN.1.16"	0.03032609	0	0.06169	11	"Quebec"	0	"JN.1"
"KS*"	0.02998985	0.01848	0.0415	82	"British Columbia"	0	"JN.1*"
"JN.1.13*"	0.02998985	0.01848	0.0415	82	"British Columbia"	0	"JN.1*"
"JN.1.28*"	0.02958842	0.02054	0.03863	69	"Canada"	0	"JN.1*"
"KQ.1"	0.02777564	0.01531	0.04024	32	"Canada"	0	"JN.1"
"JN.1.40"	0.02683878	0.008	0.04567	14	"Canada"	0	"JN.1"
"JN.1.7*"	0.02657753	0.01383	0.03932	97	"Ontario"	0	"JN.1*"
"JN.1.28*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"KW.1*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"KW*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"KP.2*"	0.02650799	0	0.06217	26	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.7"	0.02637354	0.01462	0.03813	77	"British Columbia"	0	"JN.1"
"XDP*"	0.02616879	0.01496	0.03738	125	"British Columbia"	0	"JN.1*"
"KP.4*"	0.02575045	0.01345	0.03805	57	"British Columbia"	0	"JN.1*"
"JN.1.26"	0.02518033	0.01189	0.03847	58	"British Columbia"	0	"JN.1"
"KP.1.1.3"	0.02447164	0.00325	0.0457	15	"British Columbia"	0	"JN.1"
"XDK*"	0.02426657	0.01754	0.03099	170	"Canada"	0	"JN.1*"
"KP.4.1*"	0.02424027	0.01127	0.03721	48	"British Columbia"	0	"JN.1*"
"JN.1.7.5"	0.02418403	0.00218	0.04619	12	"Ontario"	0	"JN.1"
"KP.4.1"	0.02412831	0.00526	0.04299	11	"Alberta"	0	"JN.1"
"KP.4.1*"	0.02412831	0.00526	0.04299	11	"Alberta"	0	"JN.1*"
"JN.1.7"	0.02400157	0.0094	0.0386	69	"Ontario"	0	"JN.1"
"KP.2.1"	0.02330511	0.00948	0.03713	36	"Alberta"	0	"JN.1"
"LK.1"	0.02299279	0.00477	0.04122	15	"Canada"	0	"JN.1"
"JN.1.13.1"	0.02294902	0.00956	0.03634	39	"Alberta"	0	"JN.1"
"XDP"	0.02281985	0.01453	0.03111	127	"Canada"	0	"JN.1"
"JN.1.26"	0.02229997	0.01198	0.03262	59	"Canada"	0	"JN.1"
"JN.1.11.1"	0.02146678	0.01406	0.02887	154	"Canada"	0	"JN.1"
"XBB.1*"	0.02106197	0.01049	0.03163	140	"British Columbia"	0	"JN.1*"
"JN.1.13.1"	0.02090991	0.01336	0.02846	143	"Canada"	0	"JN.1"
"KP.4.1"	0.02058702	0.00694	0.03423	42	"British Columbia"	0	"JN.1"
"XDP*"	0.02045417	0.01271	0.0282	155	"Canada"	0	"JN.1*"
"JN.1.7"	0.02043695	0.01433	0.02654	316	"Canada"	0	"JN.1"
"KP.2.1"	0.02028533	0	0.04527	12	"British Columbia"	0	"JN.1"
"JN.1.18"	0.02012136	0.01004	0.03021	65	"Canada"	0	"JN.1"
"KP.4*"	0.02004775	0.00518	0.03491	21	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01996713	0.01035	0.02958	133	"Alberta"	0	"JN.1*"
"XDK.1*"	0.01995754	0.01152	0.0284	103	"Canada"	0	"JN.1*"
"JN.1.7*"	0.01992105	0	0.0771	12	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.7*"	0.01867592	0.00168	0.03567	27	"Quebec"	0	"JN.1*"
"JN.1.7*"	0.01864894	0.01343	0.02387	492	"Canada"	0	"JN.1*"
"JN.1.4.6"	0.01858232	0.0109	0.02627	131	"Canada"	0	"JN.1"
"XDK.1*"	0.01804395	0.00228	0.0338	17	"Alberta"	0	"JN.1*"
"JN.1.32*"	0.01771932	0.00319	0.03225	49	"British Columbia"	0	"JN.1*"
"JN.1.1*"	0.01771557	0.00587	0.02956	63	"British Columbia"	0	"JN.1*"
"JN.1.28*"	0.01758945	0.0019	0.03327	31	"British Columbia"	0	"JN.1*"
"XDK.1"	0.01730401	0.00861	0.026	98	"Canada"	0	"JN.1"
"JN.1.4*"	0.01720849	0.00702	0.0274	214	"Ontario"	0	"JN.1*"
"KV.2"	0.01699858	0.00092	0.03307	21	"Canada"	0	"JN.1"
"JN.1.32"	0.01629125	0.00159	0.031	47	"British Columbia"	0	"JN.1"
"XBB.1*"	0.01609543	0.00921	0.02298	203	"Canada"	0	"JN.1*"
"LK.1"	0.01601937	0	0.07328	11	"Newfoundland and Labrador"	0	"JN.1"
"LK*"	0.01601937	0	0.07328	11	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.4.6"	0.01568952	0	0.03762	16	"Ontario"	0	"JN.1"
"JN.1.11.1"	0.01550095	0.00474	0.02626	115	"Alberta"	0	"JN.1"
"JN.1.20"	0.01546483	0	0.03501	14	"Canada"	0	"JN.1"
"XDK.1"	0.01532919	0	0.03173	16	"Alberta"	0	"JN.1"
"JN.1.4.6"	0.01308116	0	0.03097	12	"Alberta"	0	"JN.1"
"JN.1.7"	0.01218387	0.00054	0.02382	57	"Alberta"	0	"JN.1"
"JN.1.7*"	0.01126212	0.00019	0.02233	64	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01119035	0.00645	0.01593	729	"Canada"	0	"JN.1*"
"JN.1.8*"	0.01044507	0	0.02481	69	"Ontario"	0	"JN.1*"
"JN.1.8.1"	0.01033396	0	0.02518	61	"Ontario"	0	"JN.1"
"XDP*"	0.01019975	0	0.02623	19	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01016102	0	0.04779	23	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.32*"	0.01005114	0.00062	0.01948	85	"Canada"	0	"JN.1*"
"JN.1.4.6"	0.00932791	0	0.04848	20	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.7"	0.00918472	0	0.03571	13	"Quebec"	0	"JN.1"
"JN.1.32"	0.00900834	0	0.01861	82	"Canada"	0	"JN.1"
"LK*"	0.00865284	0	0.01895	64	"Canada"	0	"JN.1*"
"KV*"	0.00820923	0	0.01757	86	"Canada"	0	"JN.1*"
"JN.1.58*"	0.00814474	0	0.02279	28	"Canada"	0	"JN.1*"
"JN.1.4.5"	0.00812372	0	0.02276	30	"Alberta"	0	"JN.1"
"JN.1.4"	0.00791783	0	0.01923	56	"Alberta"	0	"JN.1"
"XDK*"	0.00784968	0	0.02337	50	"Ontario"	0	"JN.1*"
"JN.1.4.6"	0.00773097	0	0.02607	24	"British Columbia"	0	"JN.1"
"KV*"	0.00769325	0	0.11185	12	"Nova Scotia"	0	"JN.1*"
"JN.1.7*"	0.00705074	0	0.01643	142	"British Columbia"	0	"JN.1*"
"KV*"	0.00690845	0	0.02143	31	"Alberta"	0	"JN.1*"
"XDP"	0.00690305	0	0.02453	15	"Alberta"	0	"JN.1"
"XDK.1"	0.00653175	0	0.02385	42	"Ontario"	0	"JN.1"
"XDK.1*"	0.00653175	0	0.02385	42	"Ontario"	0	"JN.1*"
"XDK"	0.00615043	0	0.01899	43	"Canada"	0	"JN.1"
"JN.1.8.1"	0.00580386	0	0.03365	15	"Quebec"	0	"JN.1"
"JN.1.8*"	0.00580386	0	0.03365	15	"Quebec"	0	"JN.1*"
"JN.1.4.5"	0.00467587	0	0.01554	65	"Canada"	0	"JN.1"
"KP.2"	0.00373275	0	0.05315	14	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.1.8"	0.00365858	0	0.01975	27	"Canada"	0	"JN.1"
"JN.1.1.8"	0.00317412	0	0.02112	27	"British Columbia"	0	"JN.1"
"JN.1.4*"	0.00243458	0	0.01174	195	"British Columbia"	0	"JN.1*"
"JN.1.2"	0.00241027	0	0.02628	12	"Canada"	0	"JN.1"
"JN.1.7.5"	0.00229967	0	0.01467	48	"Canada"	0	"JN.1"
"XBB.1*"	0.00227737	0	0.01496	41	"Alberta"	0	"JN.1*"
"JN.1.4"	0.00227173	0	0.01365	143	"Ontario"	0	"JN.1"
"JN.1.16*"	0.00220976	0	0.06884	17	"Newfoundland and Labrador"	0	"JN.1*"
"XDP.2"	0.00156727	0	0.02011	21	"Canada"	0	"JN.1"
"EG.5.1*"	0.00093643	0	0.0176	26	"Canada"	0	"JN.1*"
"JN.1.7.2"	0.00037034	0	0.01089	72	"Canada"	0	"JN.1"
