"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"EG.1.3"	0.00886576	-0.00599	0.02372	27	"Quebec"
"XBB.1.9.1"	0.00859909	0.00204	0.01516	157	"Quebec"
"BA.2.75*"	0.00819175	-0.00385	0.02023	64	"Alberta"
"XBB.1.5.19"	0.0081552	-0.01153	0.02784	36	"British Columbia"
"CH.1.1*"	0.00801073	-0.00866	0.02468	36	"Newfoundland and Labrador"
"BA.2.75*"	0.00801073	-0.00866	0.02468	36	"Newfoundland and Labrador"
"CH.1.1*"	0.00797925	0.00432	0.01163	555	"Canada"
"FH*"	0.00777808	-0.00235	0.01791	58	"Ontario"
"XBB.1.5.17"	0.00747623	-0.00967	0.02462	21	"Quebec"
"XBB.1.5.49"	0.00719508	-0.01221	0.0266	23	"Alberta"
"XBB.1.5.4"	0.00708942	-0.00833	0.02251	25	"Ontario"
"XBB.1.5.11"	0.00701118	-0.00834	0.02236	29	"Canada"
"BA.2.75*"	0.00660204	0.003	0.01021	586	"Canada"
"XBB.1.5.24"	0.0060952	-0.0154	0.02759	13	"Ontario"
"FD.2"	0.00602574	-0.01403	0.02609	15	"Ontario"
"XBB.1.5.32"	0.00598765	-0.00881	0.02078	74	"Manitoba"
"XBB.1.5.4"	0.00531406	-0.00356	0.01419	91	"Canada"
"CH.1.1"	0.00521296	-0.0032	0.01363	100	"Canada"
"DV*"	0.0049757	-0.00031	0.01026	266	"Canada"
"XBB.1.5.32"	0.00492242	-0.00741	0.01725	67	"Alberta"
"XBB.1.5.50"	0.00467636	-0.01232	0.02168	50	"British Columbia"
"XBB.1.5.7"	0.00406511	-0.00495	0.01308	81	"Ontario"
"XBB.1.5.32"	0.00383699	-0.00529	0.01297	217	"British Columbia"
"XBB.1.5.17"	0.00366232	-0.00723	0.01456	55	"Ontario"
"XBB.1.5.61"	0.00362996	-0.01551	0.02277	41	"British Columbia"
"XBB.1.5.24"	0.00311947	-0.01062	0.01686	39	"Canada"
"XBB.1.5.49"	0.00297853	-0.00767	0.01363	59	"Ontario"
"XBB.1.5.2"	0.0021213	-0.01064	0.01488	65	"Alberta"
"FL.3.1"	0.00208208	-0.0256	0.02976	19	"British Columbia"
"CH.1.1.2"	0.00181618	-0.01558	0.01921	25	"Canada"
"XBB.1.5.39"	0.00179557	-0.00811	0.0117	71	"Quebec"
"FH*"	0.00156785	-0.00554	0.00867	154	"Canada"
"XBB.1.5.15"	0.00126568	-0.00922	0.01175	64	"Quebec"
"XBB.1.5.49"	0.0012613	-0.01098	0.0135	106	"British Columbia"
"XBB.1.5.39"	0.00041733	-0.00658	0.00741	162	"Canada"
"FE.1.2"	0.00031178	-0.01457	0.0152	35	"Canada"
