"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"XDK.1"	0.06426398	0.03503	0.0935	16	"British Columbia"	0	"JN.1*"
"LA*"	0.06360648	0.03867	0.08854	13	"Canada"	0	"JN.1"
"KP*"	0.06313132	0.05595	0.07031	231	"Ontario"	0	"JN.1"
"JN.1.11*"	0.06313132	0.05595	0.07031	231	"Ontario"	0	"JN.1"
"JN.1.16*"	0.06286265	0.05239	0.07334	78	"Canada"	0	"JN.1"
"KW*"	0.06265939	0.03624	0.08908	19	"British Columbia"	0	"JN.1"
"JN.1.18"	0.06142045	0.03613	0.08671	12	"Alberta"	0	"JN.1*"
"KZ*"	0.05908081	0.03603	0.08213	14	"Canada"	0	"JN.1"
"JN.1.32"	0.05823326	0.03052	0.08595	16	"British Columbia"	0	"JN.1*"
"KP.1"	0.05801053	0.03424	0.08178	13	"Alberta"	0	"JN.1*"
"KP.3"	0.05730915	NA	NA	13	"Quebec"	0	"JN.1*"
"JN.1.7"	0.05722086	0.03683	0.07761	30	"Nova Scotia"	0	"JN.1*"
"JN.1.7*"	0.05722086	0.03683	0.07761	30	"Nova Scotia"	0	"JN.1"
"JN.1.11*"	0.05702039	0.04386	0.07018	74	"British Columbia"	0	"JN.1"
"JN.1.38"	0.05682219	0.00596	0.10768	13	"New Brunswick"	0	"JN.1*"
"KV.2"	0.0565041	0.03728	0.07573	19	"Canada"	0	"JN.1*"
"JN.1.18*"	0.0560745	0.04124	0.07091	58	"British Columbia"	0	"JN.1"
"XDK*"	0.05591575	0.04707	0.06476	93	"Canada"	0	"JN.1"
"JN.1.32"	0.05591543	0.02836	0.08347	13	"Quebec"	0	"JN.1*"
"JN.1.7*"	0.05579023	0.04659	0.06499	174	"British Columbia"	0	"JN.1"
"JN.1.28*"	0.05550019	0.03917	0.07183	47	"British Columbia"	0	"JN.1"
"JN.1.11.1"	0.05539864	0.02471	0.08609	19	"Nova Scotia"	0	"JN.1*"
"KW.1*"	0.05424658	0.03244	0.07606	14	"Canada"	0	"JN.1"
"JN.1.16"	0.05356489	0.04193	0.0652	51	"Canada"	0	"JN.1*"
"JN.1.18"	0.05241076	0.03747	0.06735	53	"British Columbia"	0	"JN.1*"
"KW*"	0.05231068	0.03642	0.06821	26	"Canada"	0	"JN.1"
"JN.1.31"	0.05121219	0.00545	0.09698	13	"New Brunswick"	0	"JN.1*"
"KR*"	0.05079571	0.03064	0.07095	15	"Canada"	0	"JN.1"
"KP.1*"	0.05029118	0.04191	0.05867	94	"Canada"	0	"JN.1"
"JN.1.28"	0.04996522	0.03025	0.06968	28	"British Columbia"	0	"JN.1*"
"JN.1.28.1"	0.04990644	0.02712	0.07269	12	"Canada"	0	"JN.1*"
"KW.1"	0.04983768	0.02804	0.07164	13	"Canada"	0	"JN.1*"
"XDK"	0.04963522	0.02817	0.0711	25	"Nova Scotia"	0	"JN.1*"
"XDK*"	0.04963522	0.02817	0.0711	25	"Nova Scotia"	0	"JN.1"
"JN.1.7"	0.04952913	0.03871	0.06035	101	"British Columbia"	0	"JN.1*"
"JN.1.7*"	0.04928049	0.03042	0.06814	26	"Quebec"	0	"JN.1"
"XDK*"	0.04868791	0.02729	0.07009	23	"British Columbia"	0	"JN.1"
"KU*"	0.04844228	0.0284	0.06848	15	"Canada"	0	"JN.1"
"JN.1.13*"	0.0481736	NA	NA	15	"Alberta"	0	"JN.1"
"JN.1.7"	0.04706014	0.02491	0.06921	16	"Quebec"	0	"JN.1*"
"JN.1.7.2"	0.04583723	0.03782	0.05386	99	"Canada"	0	"JN.1*"
"JN.1.13.1"	0.04506443	NA	NA	13	"Alberta"	0	"JN.1*"
"JN.1.7*"	0.04474841	0.03723	0.05226	101	"Ontario"	0	"JN.1"
"JN.1.11.1"	0.04344225	0.02759	0.0593	20	"Ontario"	0	"JN.1*"
"JN.1.7"	0.04298881	0.03533	0.05065	92	"Ontario"	0	"JN.1*"
"JN.1.7*"	0.04298376	0.03897	0.047	448	"Canada"	0	"JN.1"
"JN.1.30.1"	0.04187495	0.02137	0.06238	13	"Canada"	0	"JN.1*"
"JN.1.7"	0.04102873	0.03667	0.04538	345	"Canada"	0	"JN.1*"
"JN.1.32"	0.04093105	0.03281	0.04905	88	"Canada"	0	"JN.1*"
"JN.1.18*"	0.04051718	0.03309	0.04794	105	"Canada"	0	"JN.1"
"JQ.2.1"	0.03926467	0.01719	0.06134	11	"Canada"	0	"JN.1*"
"JN.1.8.1"	0.03832631	0.0293	0.04735	58	"Ontario"	0	"JN.1*"
"JN.1.18"	0.03800684	0.03042	0.0456	97	"Canada"	0	"JN.1*"
"XDK"	0.03787254	0.0272	0.04855	47	"Canada"	0	"JN.1*"
"JN.1.7"	0.03723775	0.00525	0.06922	22	"New Brunswick"	0	"JN.1*"
"JN.1.7*"	0.03723775	0.00525	0.06922	22	"New Brunswick"	0	"JN.1"
"JQ*"	0.03593844	0.01516	0.05672	12	"Canada"	0	"JN.1"
"JN.1.7*"	0.03498229	0.02686	0.04311	85	"Alberta"	0	"JN.1"
"JN.1.18*"	0.03477403	0.02205	0.0475	26	"Ontario"	0	"JN.1"
"JN.1.7"	0.03474948	0.0262	0.0433	75	"Alberta"	0	"JN.1*"
"KQ*"	0.03437159	0.01456	0.05418	13	"Canada"	0	"JN.1"
"JN.1.28*"	0.0334992	0.02506	0.04194	74	"Canada"	0	"JN.1"
"JQ.2.1"	0.03342371	0.01419	0.05265	11	"Ontario"	0	"JN.1*"
"JQ*"	0.03342371	0.01419	0.05265	11	"Ontario"	0	"JN.1"
"JN.1.8.1"	0.03270662	0.02553	0.03988	111	"Alberta"	0	"JN.1*"
"JN.1.32"	0.03268251	0.02126	0.04411	33	"Ontario"	0	"JN.1*"
"KP.1*"	0.03247823	0.02251	0.04244	41	"Ontario"	0	"JN.1"
"JN.1.18"	0.03185388	0.01889	0.04482	24	"Ontario"	0	"JN.1*"
"JN.1.30*"	0.03121977	0.01585	0.04659	21	"Canada"	0	"JN.1"
"JN.1.46"	0.03121319	0	0.06649	15	"New Brunswick"	0	"JN.1*"
"JN.1.8*"	0.0306814	0.02412	0.03724	134	"Alberta"	0	"JN.1"
"JN.1.4"	0.02871856	0.01154	0.0459	62	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.4*"	0.02857028	0.01136	0.04578	66	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.39"	0.02559176	0.00469	0.04649	11	"Alberta"	0	"JN.1*"
"XDP"	0.0250906	0.01809	0.03209	103	"Canada"	0	"JN.1*"
"JN.1.4"	0.0250604	0.01937	0.03075	179	"Alberta"	0	"JN.1*"
"JN.1.8.1"	0.02480665	0.02133	0.02829	473	"Canada"	0	"JN.1*"
"JN.1.4.5"	0.02460559	0.0096	0.03961	33	"Nova Scotia"	0	"JN.1*"
"KV*"	0.02460559	0.0096	0.03961	33	"Nova Scotia"	0	"JN.1"
"XDP*"	0.02447964	0.01752	0.03144	104	"Canada"	0	"JN.1"
"JN.1.28"	0.02435951	0.01421	0.03451	48	"Canada"	0	"JN.1*"
"JN.1.5"	0.02386453	0.01088	0.03685	23	"Ontario"	0	"JN.1*"
"KP.1"	0.02375317	0.01266	0.03485	40	"Canada"	0	"JN.1*"
"JN.1.16"	0.02346498	0.00466	0.04227	11	"Ontario"	0	"JN.1*"
"JN.1.4"	0.02345771	0.01864	0.02828	430	"British Columbia"	0	"JN.1*"
"JN.1.4*"	0.02337901	0.01857	0.02818	278	"Alberta"	0	"JN.1"
"JN.1.8"	0.02249942	0.00802	0.03698	23	"Alberta"	0	"JN.1*"
"JN.1.8*"	0.02247316	0	0.05463	17	"New Brunswick"	0	"JN.1"
"JN.1.8*"	0.02241162	0.01566	0.02917	88	"Ontario"	0	"JN.1"
"JN.1.8*"	0.02122661	0.01803	0.02442	562	"Canada"	0	"JN.1"
"KV*"	0.02065789	0.0123	0.02901	76	"Alberta"	0	"JN.1"
"JN.1.43"	0.01971	0.00131	0.03811	14	"Canada"	0	"JN.1*"
"JN.1.20"	0.01918003	0.00431	0.03405	22	"Canada"	0	"JN.1*"
"JN.1.4*"	0.01915803	0.00916	0.02916	89	"Nova Scotia"	0	"JN.1"
"JN.1.47.2"	0.0191476	0.00238	0.03592	17	"Canada"	0	"JN.1*"
"JN.1.46"	0.01896254	0	0.03926	17	"British Columbia"	0	"JN.1*"
"JN.1.8.1"	0.01868103	0.013	0.02437	262	"British Columbia"	0	"JN.1*"
"XDP"	0.0186321	0.00949	0.02777	63	"Alberta"	0	"JN.1*"
"JN.1.4.5"	0.01814013	0.0095	0.02678	71	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01811771	0.014	0.02223	619	"British Columbia"	0	"JN.1"
"JN.1.8*"	0.01785304	0.01225	0.02346	269	"British Columbia"	0	"JN.1"
"XDP*"	0.01777184	0.00869	0.02686	64	"Alberta"	0	"JN.1"
"JN.1.8.1"	0.01713473	0.00125	0.03302	22	"Quebec"	0	"JN.1*"
"JN.1.20"	0.016811	0.00019	0.03343	14	"Ontario"	0	"JN.1*"
"JN.1.9"	0.01666804	0.00375	0.02959	42	"British Columbia"	0	"JN.1*"
"JN.1.9*"	0.01666804	0.00375	0.02959	42	"British Columbia"	0	"JN.1"
"JN.1.39"	0.01661882	0.00702	0.02622	43	"Ontario"	0	"JN.1*"
"JN.1.4.2"	0.01622811	0.00162	0.03084	23	"Canada"	0	"JN.1*"
"JN.1.31"	0.01571496	0.00804	0.02339	97	"Alberta"	0	"JN.1*"
"JN.1.8*"	0.01486385	0	0.03038	23	"Quebec"	0	"JN.1"
"JN.1.4"	0.01465768	0.01263	0.01668	1739	"Canada"	0	"JN.1*"
"JN.1.22"	0.0146199	0	0.03245	50	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.28*"	0.01450559	0	0.02963	17	"Ontario"	0	"JN.1"
"JN.1.8"	0.01425036	0	0.05023	11	"New Brunswick"	0	"JN.1*"
"JN.1.46"	0.01367736	0.00273	0.02463	42	"Canada"	0	"JN.1*"
"JN.1.4.7"	0.01352275	0.00452	0.02253	62	"Canada"	0	"JN.1*"
"JN.1.4.4"	0.01349178	0	0.03906	26	"New Brunswick"	0	"JN.1*"
"XDD"	0.01317738	0	0.02983	19	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01281204	0.01099	0.01463	2373	"Canada"	0	"JN.1"
"JN.2.5"	0.01220744	0.00004	0.02438	37	"Alberta"	0	"JN.1*"
"JN.1.4"	0.01190393	0.00905	0.01476	772	"Ontario"	0	"JN.1*"
"JN.1.4"	0.01143238	0	0.02401	49	"Nova Scotia"	0	"JN.1*"
"XDD*"	0.01086593	0	0.0273	20	"Alberta"	0	"JN.1"
"JN.1.45"	0.0101053	0	0.02909	15	"Alberta"	0	"JN.1*"
"FL.1.5.1"	0.0099057	0	0.02912	14	"Canada"	0	"JN.1*"
"KP.1"	0.00972598	0	0.02274	25	"Ontario"	0	"JN.1*"
"JN.1.4.4"	0.00948953	0	0.02204	33	"Canada"	0	"JN.1*"
"JN.1.4*"	0.00940968	0.00673	0.01209	977	"Ontario"	0	"JN.1"
"JN.1.38"	0.00921219	0	0.02255	29	"Canada"	0	"JN.1*"
"JN.1.38"	0.00915344	0	0.02867	11	"Ontario"	0	"JN.1*"
"JN.1.9*"	0.00853188	0	0.02133	34	"Alberta"	0	"JN.1"
"JN.1.4.7"	0.00840833	0	0.03206	12	"British Columbia"	0	"JN.1*"
"JN.1.21"	0.00809253	0	0.02674	15	"Canada"	0	"JN.1*"
"JN.1.47.2"	0.0067379	0	0.02939	11	"Alberta"	0	"JN.1*"
"JN.1.4.7"	0.00668549	0	0.01813	34	"Ontario"	0	"JN.1*"
"JN.1.47*"	0.0065582	0	0.02744	13	"Alberta"	0	"JN.1"
"JN.1.22"	0.00615132	0	0.0192	34	"Alberta"	0	"JN.1*"
"KV*"	0.00542539	0	0.01209	170	"British Columbia"	0	"JN.1"
"KV*"	0.00521013	0.00175	0.00867	496	"Canada"	0	"JN.1"
"JN.1.39"	0.00491066	0	0.01031	193	"Canada"	0	"JN.1*"
"JN.1.31"	0.00472302	0	0.01362	91	"British Columbia"	0	"JN.1*"
"JN.1.4.5"	0.00405224	0	0.01081	165	"British Columbia"	0	"JN.1*"
"JG.3.2"	0.00348572	0	0.01073	117	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.0034488	0	0.01059	174	"Quebec"	0	"JN.1"
"JN.1.4"	0.00339559	0	0.01143	125	"Quebec"	0	"JN.1*"
"JN.1.9"	0.00334149	0	0.01707	32	"Alberta"	0	"JN.1*"
"JN.1.4.5"	0.00311494	0	0.0067	475	"Canada"	0	"JN.1*"
"JN.1.5"	0.00259503	0	0.01118	77	"Canada"	0	"JN.1*"
"JN.1.8"	0.00238922	0	0.01041	88	"Canada"	0	"JN.1*"
"JN.1.9*"	0.00094244	0	0.00724	147	"Canada"	0	"JN.1"
