"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"KB.1"	0.00767502	0	0.02534	40	"Canada"	0	"HV.1*"
"XBB.1.5*"	0.00758476	0	0.02906	36	"Nova Scotia"	0	"HV.1"
"XCH"	0.0075804	0	0.02956	26	"Canada"	0	"HV.1*"
"HK.13"	0.00750402	0	0.01974	84	"Canada"	0	"HV.1*"
"HV.1.1"	0.00715907	0	0.02541	46	"Ontario"	0	"HV.1*"
"JF.1*"	0.00670598	0	0.0235	55	"Ontario"	0	"HV.1"
"JD.1.1"	0.00667274	0.00028	0.01307	345	"Canada"	0	"HV.1*"
"JD.1.1"	0.00640333	0	0.04753	12	"Newfoundland and Labrador"	0	"HV.1*"
"HK.3.2"	0.0060164	0	0.01816	88	"Canada"	0	"HV.1*"
"HV.1.5"	0.0058454	0	0.02653	26	"Alberta"	0	"HV.1*"
"HK*"	0.00576433	0	0.01381	223	"British Columbia"	0	"HV.1"
"HV.1.6.1"	0.00566242	0	0.03716	11	"British Columbia"	0	"HV.1*"
"HK.3"	0.00543375	0.0004	0.01047	601	"Canada"	0	"HV.1*"
"FY.5.5.1"	0.00526831	0	0.03668	13	"Canada"	0	"HV.1*"
"JD.1.1.1"	0.00519963	0	0.01335	269	"Ontario"	0	"HV.1*"
"HV.1.2"	0.00519411	0	0.02885	20	"Alberta"	0	"HV.1*"
"FL*"	0.00447481	0	0.01043	413	"Canada"	0	"HV.1"
"JD.1.1.1"	0.00430026	0	0.01092	331	"Canada"	0	"HV.1*"
"EG.5.1.1"	0.0041243	0	0.01412	172	"Ontario"	0	"HV.1*"
"GK.2*"	0.00410399	0	0.02083	48	"Canada"	0	"HV.1"
"HV.2"	0.00406911	0	0.02387	34	"Canada"	0	"HV.1*"
"XBB.1.5*"	0.00401677	0	0.00962	699	"Ontario"	0	"HV.1"
"JD.1*"	0.00382712	0	0.0082	873	"Canada"	0	"HV.1"
"HK.26"	0.00379493	0	0.02455	27	"British Columbia"	0	"HV.1*"
"JD.1.1*"	0.00375678	0	0.00814	870	"Canada"	0	"HV.1"
"XDA*"	0.00320359	0	0.03973	12	"Ontario"	0	"HV.1"
"JG.3"	0.00310794	0	0.01519	90	"Alberta"	0	"HV.1*"
"HV.1.4"	0.00295419	0	0.01487	98	"Canada"	0	"HV.1*"
"HK.13.1"	0.00276876	0	0.0315	14	"British Columbia"	0	"HV.1*"
"XBB.1.5*"	0.00248767	0	0.00641	1150	"Canada"	0	"HV.1"
"XBB.1.5*"	0.00240216	0	0.01183	157	"Alberta"	0	"HV.1"
"XBB.1.5*"	0.00226104	0	0.01299	114	"British Columbia"	0	"HV.1"
"JF.1"	0.00208935	0	0.03032	26	"New Brunswick"	0	"HV.1*"
"JF.1*"	0.00208935	0	0.03032	26	"New Brunswick"	0	"HV.1"
"EG.5.1.6"	0.00208168	0	0.01213	141	"Canada"	0	"HV.1*"
"EG.5.1.13"	0.00204142	0	0.03491	11	"Alberta"	0	"HV.1*"
"XDA*"	0.00136062	0	0.02059	38	"Canada"	0	"HV.1"
"HK.27.1"	0.00054569	0	0.01576	62	"Canada"	0	"HV.1*"
"HK.3"	0.00040902	0	0.00823	311	"Ontario"	0	"HV.1*"
"HK.3*"	0.00037793	0	0.00469	941	"Canada"	0	"HV.1"
"HK.3"	0.00037514	0	0.01731	46	"Alberta"	0	"HV.1*"
"HK*"	0.00031219	0	0.00371	1727	"Canada"	0	"HV.1"
"XBB.2.3*"	0.00015504	0	0.01178	107	"Canada"	0	"HV.1"
