"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"JN.1.11*"	0.09030259	0.08108	0.09953	800	"Alberta"	0	"JN.1"
"KP.3"	0.08867976	0.06714	0.11022	105	"Quebec"	0	"JN.1*"
"KP.1.1*"	0.08812811	0.0641	0.11216	30	"Alberta"	0	"JN.1"
"KP.2*"	0.08746552	0.08028	0.09466	473	"Canada"	0	"JN.1"
"KP.2"	0.08602054	0.07848	0.09356	381	"Canada"	0	"JN.1*"
"KP.1.1.1"	0.08582296	0.07145	0.1002	56	"Canada"	0	"JN.1*"
"JN.1.11*"	0.08558166	0.07398	0.09718	196	"British Columbia"	0	"JN.1"
"JN.1.16*"	0.08421412	0.0625	0.10593	42	"British Columbia"	0	"JN.1"
"JN.1.16"	0.08331897	0.06064	0.106	37	"British Columbia"	0	"JN.1*"
"KP.3"	0.08173196	0.07044	0.09303	191	"Ontario"	0	"JN.1*"
"KP.1*"	0.08091674	0.06367	0.09817	61	"British Columbia"	0	"JN.1"
"KP.1.1*"	0.08091674	0.06367	0.09817	61	"British Columbia"	0	"JN.1"
"KS.1"	0.08078108	0.07005	0.09151	110	"Canada"	0	"JN.1*"
"KP*"	0.08059269	0.03501	0.12618	24	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.11*"	0.08059269	0.03501	0.12618	24	"Newfoundland and Labrador"	0	"JN.1"
"KP.2"	0.0790676	0.02805	0.13008	14	"Newfoundland and Labrador"	0	"JN.1*"
"KP.2*"	0.0790676	0.02805	0.13008	14	"Newfoundland and Labrador"	0	"JN.1"
"KP.2.1"	0.07854523	0.06382	0.09327	41	"Canada"	0	"JN.1*"
"KP.2*"	0.07825948	0.06013	0.09638	51	"Ontario"	0	"JN.1"
"KP*"	0.07622921	0.07197	0.08049	1552	"Canada"	0	"JN.1"
"JN.1.16"	0.07584261	0.02434	0.12735	11	"Newfoundland and Labrador"	0	"JN.1*"
"KP*"	0.07468215	0.05872	0.09065	132	"Quebec"	0	"JN.1"
"JN.1.11*"	0.07468215	0.05872	0.09065	132	"Quebec"	0	"JN.1"
"JN.1.11*"	0.07464878	0.0705	0.0788	1560	"Canada"	0	"JN.1"
"KS*"	0.07293302	0.05703	0.08883	58	"Alberta"	0	"JN.1"
"JN.1.13*"	0.07248794	0.05109	0.09389	32	"British Columbia"	0	"JN.1"
"JN.1.48.1"	0.07236984	0.0472	0.09754	11	"Canada"	0	"JN.1*"
"KP.1.1"	0.07216778	0.04685	0.09748	12	"Alberta"	0	"JN.1*"
"KP.2"	0.0715949	0.0536	0.08959	43	"Ontario"	0	"JN.1*"
"JN.1.16*"	0.07106971	0.02889	0.11325	20	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.11.1"	0.070968	0.05997	0.08197	127	"Alberta"	0	"JN.1*"
"JN.1.13.1"	0.07068061	0.04926	0.0921	31	"British Columbia"	0	"JN.1*"
"KS*"	0.07068061	0.04926	0.0921	31	"British Columbia"	0	"JN.1"
"KS*"	0.06981538	0.06238	0.07725	211	"Canada"	0	"JN.1"
"KP.1.1*"	0.06922975	0.0609	0.07756	146	"Canada"	0	"JN.1"
"JN.1.13*"	0.0691472	0.06183	0.07646	215	"Canada"	0	"JN.1"
"JN.1.16*"	0.06872274	0.02792	0.10952	15	"Quebec"	0	"JN.1"
"KP.1.1"	0.06796068	0.04985	0.08607	44	"British Columbia"	0	"JN.1*"
"JN.1.34"	0.06705078	0.04456	0.08954	27	"British Columbia"	0	"JN.1*"
"JN.1.13*"	0.0668553	0.04918	0.08454	59	"Alberta"	0	"JN.1"
"KP.4.2"	0.06555136	0.0457	0.0854	16	"Canada"	0	"JN.1*"
"KP.4*"	0.0653602	0.05316	0.07756	52	"Canada"	0	"JN.1"
"KR.1"	0.06526203	NA	NA	41	"Alberta"	0	"JN.1*"
"KP.4.1"	0.06516895	0.05047	0.07986	33	"Canada"	0	"JN.1*"
"JN.1.16*"	0.06510622	0.05761	0.0726	170	"Canada"	0	"JN.1"
"KP.2.1"	0.06343167	0	0.13367	32	"Alberta"	0	"JN.1*"
"XDK.1"	0.06303624	0.05316	0.07291	82	"Canada"	0	"JN.1*"
"XDP"	0.06281255	0.04803	0.0776	63	"British Columbia"	0	"JN.1*"
"XDP*"	0.06281255	0.04803	0.0776	63	"British Columbia"	0	"JN.1"
"JN.1.13.1"	0.06229387	0.04367	0.08092	34	"Alberta"	0	"JN.1*"
"JN.1.32"	0.06224879	0.04172	0.08278	29	"British Columbia"	0	"JN.1*"
"KR*"	0.06182078	0.04454	0.0791	44	"Alberta"	0	"JN.1"
"KP.1*"	0.06146555	0.03552	0.08741	13	"Nova Scotia"	0	"JN.1"
"KP.1.1.1"	0.06146555	0.03552	0.08741	13	"Nova Scotia"	0	"JN.1*"
"KP.1.1*"	0.06146555	0.03552	0.08741	13	"Nova Scotia"	0	"JN.1"
"JN.1.13.1"	0.06134542	0.03742	0.08527	18	"Ontario"	0	"JN.1*"
"KP.1*"	0.06077034	0.04875	0.07279	50	"Alberta"	0	"JN.1"
"JN.1.7"	0.05960419	0.01774	0.10147	14	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.7*"	0.05960419	0.01774	0.10147	14	"Newfoundland and Labrador"	0	"JN.1"
"KP.1.1"	0.05958889	0.05052	0.06866	90	"Canada"	0	"JN.1*"
"JN.1.11.1"	0.05942915	0.05291	0.06595	195	"Canada"	0	"JN.1*"
"JN.1.9.1"	0.05934562	0.03754	0.08115	12	"Canada"	0	"JN.1*"
"KP*"	0.05913119	0.05212	0.06614	323	"Ontario"	0	"JN.1"
"JN.1.11*"	0.05913119	0.05212	0.06614	323	"Ontario"	0	"JN.1"
"JN.1.16*"	0.05879205	0.04478	0.0728	41	"Alberta"	0	"JN.1"
"JN.1.16"	0.05748885	0.04197	0.07301	22	"Alberta"	0	"JN.1*"
"JN.1.13.1"	0.05742194	0.04896	0.06588	101	"Canada"	0	"JN.1*"
"KP.4*"	0.05638396	0.03848	0.07429	17	"Alberta"	0	"JN.1"
"JN.1.16"	0.05602454	0.0475	0.06455	94	"Canada"	0	"JN.1*"
"XDK.1"	0.05558651	0.03687	0.0743	15	"Alberta"	0	"JN.1*"
"XDK*"	0.05558651	0.03687	0.0743	15	"Alberta"	0	"JN.1"
"KP.4.2"	0.05299212	0.03273	0.07325	11	"Alberta"	0	"JN.1*"
"KP.2*"	0.05211451	0.02562	0.07861	13	"Quebec"	0	"JN.1"
"KZ*"	0.05165373	0.03455	0.06876	18	"Canada"	0	"JN.1"
"JN.1.48*"	0.05154461	0.03209	0.071	14	"Canada"	0	"JN.1"
"XDS"	0.05149198	0.03139	0.07159	13	"Canada"	0	"JN.1*"
"JN.1.26"	0.05142607	0.03317	0.06968	16	"Canada"	0	"JN.1*"
"KW.1*"	0.05065611	0.03597	0.06534	24	"Canada"	0	"JN.1"
"KP.1*"	0.05064239	0.04466	0.05662	194	"Canada"	0	"JN.1"
"KP*"	0.05052841	0.03628	0.06478	55	"Nova Scotia"	0	"JN.1"
"JN.1.11*"	0.05052841	0.03628	0.06478	55	"Nova Scotia"	0	"JN.1"
"XDK*"	0.05022276	0.04336	0.05709	148	"Canada"	0	"JN.1"
"JN.1.18"	0.05019499	0.02589	0.0745	13	"Quebec"	0	"JN.1*"
"JN.1.18*"	0.05019499	0.02589	0.0745	13	"Quebec"	0	"JN.1"
"LA*"	0.04945273	0.0342	0.06471	23	"Canada"	0	"JN.1"
"JN.1.46"	0.04925365	0.02039	0.07812	27	"New Brunswick"	0	"JN.1*"
"JN.1.28"	0.04890589	0.03129	0.06652	35	"British Columbia"	0	"JN.1*"
"XDK.1"	0.04836646	0.02804	0.0687	25	"British Columbia"	0	"JN.1*"
"JN.1.9*"	0.04695009	0.03744	0.05646	54	"Alberta"	0	"JN.1"
"JN.1.7*"	0.04639898	0.0327	0.0601	56	"Nova Scotia"	0	"JN.1"
"JN.1.18*"	0.04619049	0.03219	0.06019	21	"Alberta"	0	"JN.1"
"KP.1.1*"	0.04535777	0.02023	0.07049	11	"Quebec"	0	"JN.1"
"JN.1.7"	0.04528698	0.0201	0.07048	39	"New Brunswick"	0	"JN.1*"
"JN.1.7*"	0.04528698	0.0201	0.07048	39	"New Brunswick"	0	"JN.1"
"JN.1.28*"	0.04449202	0.02077	0.06822	14	"Ontario"	0	"JN.1"
"JN.1.7.2"	0.04371201	0.03295	0.05447	104	"British Columbia"	0	"JN.1*"
"JN.1.4.6"	0.04366373	0.02426	0.06307	13	"Canada"	0	"JN.1*"
"JN.1.7"	0.04298389	0.02906	0.05691	49	"Nova Scotia"	0	"JN.1*"
"KW*"	0.04136512	0.02986	0.05287	38	"Canada"	0	"JN.1"
"JN.1.18"	0.04114134	0.0264	0.05588	17	"Alberta"	0	"JN.1*"
"KQ*"	0.04092417	0.02493	0.05692	19	"Canada"	0	"JN.1"
"KU*"	0.0403961	0.02572	0.05507	23	"Canada"	0	"JN.1"
"JN.1.28*"	0.03997239	0.02621	0.05374	56	"British Columbia"	0	"JN.1"
"JN.1.18*"	0.03948978	0.02324	0.05574	26	"Ontario"	0	"JN.1"
"JN.1.7*"	0.03933454	0.03105	0.04762	116	"Ontario"	0	"JN.1"
"JN.1.9*"	0.03902421	0.02587	0.05218	58	"British Columbia"	0	"JN.1"
"JN.1.9*"	0.03887387	0.0332	0.04455	164	"Canada"	0	"JN.1"
"JN.1.8.1"	0.03864085	0.02838	0.0489	69	"Ontario"	0	"JN.1*"
"JN.1.18*"	0.03834023	0.0248	0.05188	59	"British Columbia"	0	"JN.1"
"JN.1.7"	0.03823144	0.02977	0.0467	107	"Ontario"	0	"JN.1*"
"KP.1*"	0.03819382	0.01663	0.05976	12	"Quebec"	0	"JN.1"
"XDK*"	0.03766543	0.02007	0.05526	31	"British Columbia"	0	"JN.1"
"JN.1.7*"	0.03751923	0.03002	0.04502	241	"British Columbia"	0	"JN.1"
"JN.1.18*"	0.03741285	0.03065	0.04418	122	"Canada"	0	"JN.1"
"XDK"	0.037135	0.02339	0.05088	43	"Nova Scotia"	0	"JN.1*"
"XDK*"	0.037135	0.02339	0.05088	43	"Nova Scotia"	0	"JN.1"
"JN.1.28.1"	0.03695895	0.00894	0.06497	12	"British Columbia"	0	"JN.1*"
"JN.1.18"	0.03645131	0.01972	0.05318	24	"Ontario"	0	"JN.1*"
"KV.2"	0.03641563	0.02222	0.05061	25	"Canada"	0	"JN.1*"
"KW.1"	0.03637969	0.01985	0.05291	18	"Canada"	0	"JN.1*"
"JN.1.18"	0.03632739	0.02227	0.05038	53	"British Columbia"	0	"JN.1*"
"XDK"	0.03619474	0.02726	0.04513	66	"Canada"	0	"JN.1*"
"JN.1.7"	0.03582398	0.02816	0.04349	92	"Alberta"	0	"JN.1*"
"JN.1.11.1"	0.03548139	0.02026	0.0507	28	"Nova Scotia"	0	"JN.1*"
"JN.1.7*"	0.03532619	0.0317	0.03895	623	"Canada"	0	"JN.1"
"JN.1.18"	0.03530491	0.02823	0.04238	110	"Canada"	0	"JN.1*"
"JN.1.8*"	0.03484384	0.02541	0.04428	79	"Ontario"	0	"JN.1"
"JN.1.7*"	0.03477987	0.02741	0.04215	102	"Alberta"	0	"JN.1"
"JN.1.7"	0.03466172	0.03075	0.03858	477	"Canada"	0	"JN.1*"
"JN.1.32"	0.03359977	0.0263	0.0409	104	"Canada"	0	"JN.1*"
"JN.1.28*"	0.03354472	0.02555	0.04154	84	"Canada"	0	"JN.1"
"JN.1.11.1"	0.03328911	0.01654	0.05004	23	"Ontario"	0	"JN.1*"
"JN.1.7.2"	0.03314286	0.0266	0.03969	138	"Canada"	0	"JN.1*"
"JN.1.30*"	0.03305233	0.01926	0.04685	26	"Canada"	0	"JN.1"
"JN.1.7"	0.03236113	0.02335	0.04137	137	"British Columbia"	0	"JN.1*"
"JN.1.4*"	0.03209266	0.02221	0.04198	110	"Nova Scotia"	0	"JN.1"
"XDP*"	0.0316635	0.02522	0.03811	134	"Canada"	0	"JN.1"
"KP.1"	0.03158546	0.01574	0.04743	15	"Alberta"	0	"JN.1*"
"KV*"	0.03150753	0.0234	0.03961	78	"Alberta"	0	"JN.1"
"JN.1.4.5"	0.03134484	0.02311	0.03958	73	"Alberta"	0	"JN.1*"
"JN.1.32"	0.03128983	0.01599	0.04659	28	"Ontario"	0	"JN.1*"
"JN.1.4"	0.03095131	0.02082	0.04109	71	"Nova Scotia"	0	"JN.1*"
"JN.1.30.1"	0.03041667	0.0134	0.04743	17	"Canada"	0	"JN.1*"
"XDP"	0.03039356	0.02386	0.03692	130	"Canada"	0	"JN.1*"
"JN.1.34"	0.03006782	0.01773	0.04241	34	"Canada"	0	"JN.1*"
"KV*"	0.02995504	0.01428	0.04563	31	"Nova Scotia"	0	"JN.1"
"KP.1*"	0.02940365	0.01896	0.03985	55	"Ontario"	0	"JN.1"
"JN.1.1*"	0.02898607	0.02217	0.0358	87	"Alberta"	0	"JN.1"
"JN.1.4.5"	0.0271305	0.0112	0.04306	29	"Nova Scotia"	0	"JN.1*"
"JN.1.4*"	0.02702135	0.02165	0.0324	261	"Alberta"	0	"JN.1"
"JN.1.32"	0.02662147	0.01495	0.0383	29	"Alberta"	0	"JN.1*"
"JN.1.28"	0.02641901	0.01565	0.03719	46	"Canada"	0	"JN.1*"
"JN.1.20"	0.02620496	0.01196	0.04045	25	"Canada"	0	"JN.1*"
"JN.1.32"	0.02613969	0.00888	0.0434	15	"Quebec"	0	"JN.1*"
"JN.1.9*"	0.02521659	0.0121	0.03833	34	"Ontario"	0	"JN.1"
"JN.1.8.1"	0.02509023	0.01781	0.03237	109	"Alberta"	0	"JN.1*"
"JN.1.28.1"	0.02469784	0.00546	0.04394	14	"Canada"	0	"JN.1*"
"KW*"	0.02425733	0.00326	0.04525	21	"British Columbia"	0	"JN.1"
"JQ.2.1"	0.02401766	0.00262	0.04542	13	"Ontario"	0	"JN.1*"
"JQ*"	0.02401766	0.00262	0.04542	13	"Ontario"	0	"JN.1"
"JQ.2.1"	0.023314	0.0034	0.04323	13	"Canada"	0	"JN.1*"
"JN.1.8*"	0.02310771	0.0162	0.03001	127	"Alberta"	0	"JN.1"
"JN.1.9"	0.02222283	0.00768	0.03676	44	"British Columbia"	0	"JN.1*"
"JN.1.4"	0.02213148	0.01588	0.02839	159	"Alberta"	0	"JN.1*"
"JN.1.19"	0.02209508	0.00655	0.03764	22	"Canada"	0	"JN.1*"
"JN.1.4"	0.02181836	0	0.04622	53	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.7*"	0.02159414	0.0084	0.03479	29	"Quebec"	0	"JN.1"
"XDP*"	0.02139165	0.01266	0.03012	59	"Alberta"	0	"JN.1"
"KS*"	0.02130993	0.00457	0.03805	14	"Quebec"	0	"JN.1"
"JN.1.13*"	0.02130993	0.00457	0.03805	14	"Quebec"	0	"JN.1"
"JN.2.5"	0.02091378	0.00384	0.03798	21	"Ontario"	0	"JN.1*"
"JN.1.4.7"	0.02078006	0.01001	0.03155	46	"Canada"	0	"JN.1*"
"JN.1.8*"	0.02020479	0.00837	0.03204	34	"Quebec"	0	"JN.1"
"JQ*"	0.01970527	0.00018	0.03924	14	"Canada"	0	"JN.1"
"XDP"	0.01967065	0.01071	0.02863	57	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.01936329	0	0.04331	56	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.1*"	0.0193275	0.00174	0.03692	14	"Nova Scotia"	0	"JN.1"
"JN.1.8.1"	0.01888989	0.01504	0.02274	469	"Canada"	0	"JN.1*"
"JN.1.7"	0.0187617	0.00271	0.03481	17	"Quebec"	0	"JN.1*"
"JN.1.4"	0.0185735	0.01286	0.02429	435	"British Columbia"	0	"JN.1*"
"JN.1.8.1"	0.01790754	0.00576	0.03005	32	"Quebec"	0	"JN.1*"
"JN.1.8*"	0.01693168	0.01326	0.0206	530	"Canada"	0	"JN.1"
"JN.1.4"	0.01572432	0.01316	0.01829	1453	"Canada"	0	"JN.1*"
"JN.1.4*"	0.01481849	0.01248	0.01716	1924	"Canada"	0	"JN.1"
"JN.1.39"	0.01473264	0	0.02954	29	"Ontario"	0	"JN.1*"
"JN.1.4*"	0.01463229	0.00945	0.01982	581	"British Columbia"	0	"JN.1"
"JN.1.1*"	0.01459972	0.00625	0.02295	155	"British Columbia"	0	"JN.1"
"JG*"	0.01446592	0.00471	0.02423	59	"Alberta"	0	"JN.1"
"JG.3.2"	0.01444804	0.00447	0.02443	56	"Alberta"	0	"JN.1*"
"JN.2*"	0.01429604	0	0.03042	24	"Ontario"	0	"JN.1"
"XBB.1*"	0.01390567	0.00587	0.02195	149	"British Columbia"	0	"JN.1"
"JN.1.4"	0.01382995	0.00936	0.0183	526	"Ontario"	0	"JN.1*"
"JG.3*"	0.01359019	0.00369	0.02349	58	"Alberta"	0	"JN.1"
"XBB*"	0.01354551	0.00553	0.02156	150	"British Columbia"	0	"JN.1"
"JN.1.4.2"	0.01352909	0	0.03323	15	"Canada"	0	"JN.1*"
"JN.1.19"	0.01300853	0	0.03666	11	"Ontario"	0	"JN.1*"
"JN.1.1*"	0.01295302	0.00885	0.01706	361	"Canada"	0	"JN.1"
"JN.1.4.4"	0.01249484	0	0.03452	36	"New Brunswick"	0	"JN.1*"
"JN.1.1"	0.01238698	0.00371	0.02106	142	"British Columbia"	0	"JN.1*"
"XBB.1*"	0.01187245	0.00565	0.01809	173	"Alberta"	0	"JN.1"
"XBB*"	0.01187245	0.00565	0.01809	173	"Alberta"	0	"JN.1"
"JN.1.4*"	0.01082517	0.0066	0.01505	622	"Ontario"	0	"JN.1"
"KV*"	0.00996112	0.00545	0.01447	337	"Canada"	0	"JN.1"
"JN.1.8.1"	0.0098326	0.0027	0.01697	237	"British Columbia"	0	"JN.1*"
"JN.1.4.7"	0.00977855	0	0.02593	24	"Ontario"	0	"JN.1*"
"JN.1.8*"	0.00948998	0.00243	0.01655	242	"British Columbia"	0	"JN.1"
"JN.1.8"	0.00942785	0	0.0268	18	"Alberta"	0	"JN.1*"
"JN.1.22"	0.00941548	0	0.0301	44	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.4.5"	0.00764202	0.00289	0.01239	310	"Canada"	0	"JN.1*"
"JN.1.39"	0.00689111	0	0.01429	125	"Canada"	0	"JN.1*"
"JN.1.4*"	0.00655426	0	0.02451	77	"New Brunswick"	0	"JN.1"
"EG.5.1*"	0.00639278	0	0.01561	80	"Alberta"	0	"JN.1"
"XBB.1.9*"	0.00587169	0	0.01508	81	"Alberta"	0	"JN.1"
"JN.1.2"	0.00555267	0	0.02877	11	"Nova Scotia"	0	"JN.1*"
"JN.1.46"	0.00469635	0	0.01667	48	"Canada"	0	"JN.1*"
"JN.1.4.4"	0.00361481	0	0.01662	41	"Canada"	0	"JN.1*"
"JN.1.4"	0.00279925	0	0.02673	37	"New Brunswick"	0	"JN.1*"
"XBB.1*"	0.00201208	0	0.00604	481	"Canada"	0	"JN.1"
"XBB*"	0.00175331	0	0.00578	484	"Canada"	0	"JN.1"
"JN.1.31"	0.00158996	0	0.01183	75	"Alberta"	0	"JN.1*"
"JN.1.39"	0.00109136	0	0.01249	81	"British Columbia"	0	"JN.1*"
"JN.1.8"	0.00097596	0	0.01191	61	"Canada"	0	"JN.1*"
"JN.1.31"	0.00019533	0	0.03971	12	"New Brunswick"	0	"JN.1*"
