"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"KP.3"	0.09504834	0.0693	0.12079	91	"Alberta"	0	"JN.1"
"KP.1.1*"	0.09466497	0.03593	0.1534	17	"Nova Scotia"	0	"JN.1*"
"KP.1.1.1"	0.09466497	0.03593	0.1534	17	"Nova Scotia"	0	"JN.1"
"KP.1*"	0.09466497	0.03593	0.1534	17	"Nova Scotia"	0	"JN.1*"
"LF.2"	0.09300034	0.07454	0.11146	69	"Canada"	0	"JN.1"
"XDK"	0.0928568	0.0371	0.14861	36	"Nova Scotia"	0	"JN.1"
"XDK*"	0.0928568	0.0371	0.14861	36	"Nova Scotia"	0	"JN.1*"
"KS.1"	0.09237048	NA	NA	17	"Quebec"	0	"JN.1"
"KS.1*"	0.09237048	NA	NA	17	"Quebec"	0	"JN.1*"
"KP.2.3"	0.09224666	NA	NA	25	"Quebec"	0	"JN.1"
"KP.2.3*"	0.09224666	NA	NA	25	"Quebec"	0	"JN.1*"
"KP.2.3"	0.09223114	0.07028	0.11418	128	"Alberta"	0	"JN.1"
"LW*"	0.09216098	NA	NA	23	"Quebec"	0	"JN.1*"
"KP.3.2*"	0.09143956	0.04531	0.13757	30	"Quebec"	0	"JN.1*"
"KP.2.3"	0.09094426	0.0708	0.11109	109	"British Columbia"	0	"JN.1"
"JN.1.9*"	0.09058641	0.0751	0.10608	237	"Ontario"	0	"JN.1*"
"LB*"	0.09058641	0.0751	0.10608	237	"Ontario"	0	"JN.1*"
"LB.1*"	0.09045433	0.07495	0.10596	234	"Ontario"	0	"JN.1*"
"KP.2.3*"	0.08976257	0.07177	0.10776	129	"Ontario"	0	"JN.1*"
"KP.2.3*"	0.08941454	0.068	0.11082	113	"British Columbia"	0	"JN.1*"
"LB.1"	0.0893401	0.08004	0.09864	526	"Canada"	0	"JN.1"
"KP.4*"	0.08917512	NA	NA	50	"Ontario"	0	"JN.1*"
"LB.1*"	0.08910575	0.0808	0.09741	793	"Canada"	0	"JN.1*"
"LB*"	0.08904002	0.08075	0.09733	796	"Canada"	0	"JN.1*"
"LB.1*"	0.08860052	0.07552	0.10168	360	"British Columbia"	0	"JN.1*"
"LB*"	0.08860052	0.07552	0.10168	360	"British Columbia"	0	"JN.1*"
"KP.2.3"	0.08823724	0.06829	0.10819	120	"Ontario"	0	"JN.1"
"KP.3.2.3"	0.0876364	NA	NA	62	"British Columbia"	0	"JN.1"
"LW*"	0.0876364	NA	NA	62	"British Columbia"	0	"JN.1*"
"LB.1"	0.08758983	0.07395	0.10123	292	"British Columbia"	0	"JN.1"
"LB.1*"	0.08745147	0.06788	0.10702	147	"Alberta"	0	"JN.1*"
"LB*"	0.08745147	0.06788	0.10702	147	"Alberta"	0	"JN.1*"
"KP.2.3*"	0.08670938	0.06679	0.10663	131	"Alberta"	0	"JN.1*"
"KP.3.3"	0.08651858	NA	NA	76	"British Columbia"	0	"JN.1"
"KS.1*"	0.08622795	0.05783	0.11462	51	"Alberta"	0	"JN.1*"
"LF.2"	0.08572956	0.05772	0.11374	41	"Alberta"	0	"JN.1"
"LB.1*"	0.0848148	0.01156	0.15807	17	"Quebec"	0	"JN.1*"
"JN.1.9*"	0.0848148	0.01156	0.15807	17	"Quebec"	0	"JN.1*"
"LB*"	0.0848148	0.01156	0.15807	17	"Quebec"	0	"JN.1*"
"KS.1.1"	0.08452261	0.06959	0.09946	98	"Canada"	0	"JN.1"
"LB.1"	0.0841849	0.06304	0.10533	94	"Alberta"	0	"JN.1"
"KP.3.1"	0.08368344	0.06763	0.09974	144	"British Columbia"	0	"JN.1"
"KS.1.1"	0.08339	0.05553	0.11125	45	"Alberta"	0	"JN.1"
"LP*"	0.08309655	0.04857	0.11762	25	"Alberta"	0	"JN.1*"
"KP.3*"	0.08269381	0.07042	0.09497	712	"Alberta"	0	"JN.1*"
"KP.3.2.3"	0.08229368	0.05598	0.10861	45	"Alberta"	0	"JN.1"
"LW*"	0.08229368	0.05598	0.10861	45	"Alberta"	0	"JN.1*"
"KP.2.2"	0.08226187	0.06894	0.09559	112	"Canada"	0	"JN.1"
"KP.3.1.1"	0.08205784	NA	NA	71	"Ontario"	0	"JN.1"
"LF*"	0.08157061	0.05718	0.10597	56	"Alberta"	0	"JN.1*"
"JN.1.4"	0.08150641	0.01012	0.15289	19	"New Brunswick"	0	"JN.1"
"KP.3.3"	0.0814236	NA	NA	32	"Alberta"	0	"JN.1"
"KP.1.1*"	0.08117317	0.06025	0.1021	80	"Alberta"	0	"JN.1*"
"KP.3*"	0.08047935	0.07112	0.08984	746	"British Columbia"	0	"JN.1*"
"KP.3.2*"	0.08031175	0.06607	0.09455	176	"British Columbia"	0	"JN.1*"
"LW*"	0.0800692	0.06676	0.09338	280	"Ontario"	0	"JN.1*"
"KP.3.2.3"	0.07989147	0.06656	0.09322	276	"Ontario"	0	"JN.1"
"KS.1.1"	0.0798303	0.05932	0.10035	52	"Ontario"	0	"JN.1"
"JN.1.9*"	0.07956034	0.06269	0.09643	149	"Alberta"	0	"JN.1*"
"KP.3.3"	0.07859068	NA	NA	70	"Ontario"	0	"JN.1"
"KP.1.1.3"	0.07835624	0.02077	0.13594	24	"Alberta"	0	"JN.1"
"LP*"	0.07829353	0.06033	0.09625	77	"Ontario"	0	"JN.1*"
"KP.2.2"	0.07827795	0.05697	0.09959	58	"British Columbia"	0	"JN.1"
"LB.1"	0.07794494	0.00644	0.14945	11	"Quebec"	0	"JN.1"
"KP.1.1.1"	0.07773535	0.06091	0.09457	109	"Ontario"	0	"JN.1"
"LB.1.1"	0.0777325	0.04682	0.10864	29	"Alberta"	0	"JN.1"
"KP.3.1.4"	0.07769988	0.00854	0.14686	23	"Alberta"	0	"JN.1"
"KP.3.2*"	0.0775867	0.06457	0.0906	400	"Alberta"	0	"JN.1*"
"KP.3.1*"	0.07748026	0.06502	0.08994	238	"British Columbia"	0	"JN.1*"
"KS.1*"	0.0773703	0.05256	0.10218	42	"British Columbia"	0	"JN.1*"
"LB.1.1"	0.07718261	0.06189	0.09247	68	"Canada"	0	"JN.1"
"KP.3.2*"	0.0770981	0.06629	0.08791	577	"Ontario"	0	"JN.1*"
"KR.1*"	0.07701752	0.04436	0.10967	22	"British Columbia"	0	"JN.1*"
"KP.3.1.1"	0.0769943	NA	NA	14	"Alberta"	0	"JN.1"
"KP.3.1.1"	0.07686629	NA	NA	23	"British Columbia"	0	"JN.1"
"KP.1.1*"	0.07682057	0.06383	0.08981	246	"Ontario"	0	"JN.1*"
"LP.1"	0.07653577	0.04685	0.10622	26	"Ontario"	0	"JN.1"
"KP.1*"	0.07646356	0.06382	0.08911	260	"Ontario"	0	"JN.1*"
"KP.3.2"	0.07621657	0.06307	0.08937	352	"Alberta"	0	"JN.1"
"KP.1.1.1"	0.07597277	0.05217	0.09977	41	"Alberta"	0	"JN.1"
"LW*"	0.07595317	0.06805	0.08386	457	"Canada"	0	"JN.1*"
"JN.1.4*"	0.07591276	0.02958	0.12224	76	"Nova Scotia"	0	"JN.1*"
"KP.3.1*"	0.07588303	0.0693	0.08247	900	"Canada"	0	"JN.1*"
"KP.3*"	0.07575768	0.01729	0.13422	40	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3.1*"	0.07574079	0.06267	0.08881	217	"Ontario"	0	"JN.1*"
"KP.3.2.3"	0.0757393	0.06783	0.08365	452	"Canada"	0	"JN.1"
"KP.4.2"	0.07562303	NA	NA	17	"Ontario"	0	"JN.1"
"KP.3.1"	0.07539067	0.06754	0.08325	439	"Canada"	0	"JN.1"
"KP.2.2"	0.07537895	0.04033	0.11043	17	"Alberta"	0	"JN.1"
"LB.1.4"	0.07530357	0.05668	0.09393	68	"Ontario"	0	"JN.1"
"KP.3.2.3"	0.07505769	0.01659	0.13352	39	"Newfoundland and Labrador"	0	"JN.1"
"KP.3.2*"	0.07505769	0.01659	0.13352	39	"Newfoundland and Labrador"	0	"JN.1*"
"LW*"	0.07505769	0.01659	0.13352	39	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3"	0.07475925	0.06328	0.08623	256	"British Columbia"	0	"JN.1"
"LF*"	0.07470807	0.05461	0.0948	63	"British Columbia"	0	"JN.1*"
"JN.1.52"	0.07453346	0.02027	0.12879	20	"Nova Scotia"	0	"JN.1"
"KP.2*"	0.07447937	0.04874	0.10021	64	"Quebec"	0	"JN.1*"
"KP.4.1*"	0.07442048	0.05138	0.09746	32	"Ontario"	0	"JN.1*"
"KP.3.2*"	0.07431593	0.06837	0.08026	1269	"Canada"	0	"JN.1*"
"KS.1"	0.07422351	0.05045	0.098	41	"British Columbia"	0	"JN.1"
"LB.1.3"	0.07369912	0.04084	0.10656	16	"Alberta"	0	"JN.1"
"LF*"	0.07365777	0.03155	0.11576	17	"Quebec"	0	"JN.1*"
"KP.3.1*"	0.07357065	0.05921	0.08793	189	"Alberta"	0	"JN.1*"
"JN.1.9*"	0.07349023	0.0671	0.07988	834	"Canada"	0	"JN.1*"
"KP.1.1.3"	0.07331414	0.05454	0.09209	51	"Ontario"	0	"JN.1"
"JN.1.4"	0.07323897	0.03573	0.11075	49	"Nova Scotia"	0	"JN.1"
"KP.2.15"	0.07269755	NA	NA	27	"Canada"	0	"JN.1"
"KP.2*"	0.07226	0.06051	0.08401	574	"Alberta"	0	"JN.1*"
"KR.1*"	0.07215194	0.06018	0.08413	110	"Canada"	0	"JN.1*"
"LB.1.2"	0.07191097	0.0434	0.10042	25	"British Columbia"	0	"JN.1"
"LP.1"	0.07131802	0.05737	0.08527	65	"Canada"	0	"JN.1"
"KP.4.1.3"	0.07113875	0.04063	0.10165	15	"Ontario"	0	"JN.1"
"KP.3*"	0.07103127	0.06637	0.07569	2864	"Canada"	0	"JN.1*"
"JN.1.30*"	0.07102789	NA	NA	21	"British Columbia"	0	"JN.1*"
"KP.3.2"	0.07079313	0.05589	0.08569	103	"British Columbia"	0	"JN.1"
"KR.1"	0.07026818	0.04366	0.09688	20	"British Columbia"	0	"JN.1"
"KR.1*"	0.07003696	0.02057	0.1195	14	"Ontario"	0	"JN.1*"
"JN.1.16*"	0.06980601	0.05302	0.08659	84	"Alberta"	0	"JN.1*"
"KP.2.15"	0.06974819	0.04378	0.09571	19	"Ontario"	0	"JN.1"
"KP.3.1"	0.06962151	0.05517	0.08407	150	"Alberta"	0	"JN.1"
"LB.1.3"	0.06950845	0.0472	0.09181	59	"Canada"	0	"JN.1"
"KP.3*"	0.06931152	0.05133	0.08729	255	"Quebec"	0	"JN.1*"
"KP.3.2"	0.06920393	0.06299	0.07542	788	"Canada"	0	"JN.1"
"KP.3.1"	0.06917365	0.05495	0.0834	105	"Ontario"	0	"JN.1"
"KP.1.2"	0.06915109	0.05068	0.08762	30	"Canada"	0	"JN.1"
"LB.1.3"	0.06910467	0.04046	0.09775	24	"British Columbia"	0	"JN.1"
"LB.1.2"	0.06881234	0.04606	0.09156	32	"Canada"	0	"JN.1"
"KP.1.2"	0.06878882	0.03825	0.09933	11	"Ontario"	0	"JN.1"
"LP.1"	0.06856427	0.04673	0.0904	37	"British Columbia"	0	"JN.1"
"KV*"	0.06849857	0.00443	0.13257	21	"Nova Scotia"	0	"JN.1*"
"KP*"	0.06827742	0.05874	0.07781	1559	"Alberta"	0	"JN.1*"
"KP.3.1.4"	0.06825349	0.06039	0.07612	341	"Canada"	0	"JN.1"
"LF*"	0.06810346	0.05931	0.0769	211	"Canada"	0	"JN.1*"
"LF.1*"	0.06778438	0.03243	0.10314	11	"British Columbia"	0	"JN.1*"
"KR.1*"	0.06776185	0.04997	0.08556	66	"Alberta"	0	"JN.1*"
"KR.1"	0.06757479	0.05518	0.07997	99	"Canada"	0	"JN.1"
"JN.1.16.3"	0.0674986	NA	NA	11	"Ontario"	0	"JN.1"
"JN.1.16.1"	0.067441	0.04701	0.08788	42	"British Columbia"	0	"JN.1"
"KU.2"	0.06730706	0.03937	0.09524	20	"British Columbia"	0	"JN.1"
"KU*"	0.06730706	0.03937	0.09524	20	"British Columbia"	0	"JN.1*"
"LQ.1.1"	0.06725906	0.02916	0.10536	11	"Alberta"	0	"JN.1"
"LQ.1*"	0.06725906	0.02916	0.10536	11	"Alberta"	0	"JN.1*"
"KP.2"	0.06715388	0.05462	0.07969	327	"Alberta"	0	"JN.1"
"KR.1"	0.06702195	0.04924	0.08481	64	"Alberta"	0	"JN.1"
"JN.1.16*"	0.06691775	0.0546	0.07923	148	"British Columbia"	0	"JN.1*"
"KP.3.2"	0.06665922	0.05588	0.07743	289	"Ontario"	0	"JN.1"
"KP.2*"	0.06640447	0.05666	0.07615	347	"Ontario"	0	"JN.1*"
"LB.1.4"	0.06634799	0.05389	0.0788	75	"Canada"	0	"JN.1"
"KW.1*"	0.0663149	0.03829	0.09434	14	"British Columbia"	0	"JN.1*"
"LP*"	0.06619384	0.05685	0.07554	167	"Canada"	0	"JN.1*"
"KP.3.1*"	0.06592416	0.04774	0.08411	215	"Quebec"	0	"JN.1*"
"KP.2.2"	0.06589467	0.04494	0.08685	26	"Ontario"	0	"JN.1"
"KP.3.1.4"	0.06572047	0.04703	0.08441	37	"Ontario"	0	"JN.1"
"KS*"	0.06565315	0.04998	0.08132	90	"Alberta"	0	"JN.1*"
"JN.1.13*"	0.06565315	0.04998	0.08132	90	"Alberta"	0	"JN.1*"
"LQ*"	0.06549859	0.03448	0.09652	12	"Alberta"	0	"JN.1*"
"KP.3.1.4"	0.06504569	0.0468	0.0833	201	"Quebec"	0	"JN.1"
"KP.2.13"	0.06471353	0.04362	0.08581	34	"Alberta"	0	"JN.1"
"KW.1.1*"	0.064312	0.01471	0.11391	28	"Canada"	0	"JN.1*"
"KP.4.1"	0.06424506	0.03977	0.08872	17	"Ontario"	0	"JN.1"
"LB.1.1"	0.06370259	0.03964	0.08777	20	"Ontario"	0	"JN.1"
"KP*"	0.06369374	0.04788	0.0795	347	"Quebec"	0	"JN.1*"
"LA*"	0.0631657	0.02426	0.10207	12	"British Columbia"	0	"JN.1*"
"KP*"	0.0628363	0.05901	0.06666	5333	"Canada"	0	"JN.1*"
"JN.1.9*"	0.06283148	0.05442	0.07125	395	"British Columbia"	0	"JN.1*"
"JN.1.16.1"	0.06276074	0.03528	0.09024	15	"Alberta"	0	"JN.1"
"KP.3.1.4"	0.06176083	0.04654	0.07699	71	"British Columbia"	0	"JN.1"
"KP.1.1.3"	0.06171334	0.05159	0.07183	102	"Canada"	0	"JN.1"
"KP*"	0.06148337	0.05449	0.06848	1692	"Ontario"	0	"JN.1*"
"KP.1.1.1"	0.0614096	0.05365	0.06917	248	"Canada"	0	"JN.1"
"KP*"	0.06128598	0.05491	0.06766	1446	"British Columbia"	0	"JN.1*"
"KS.1*"	0.06114101	0.05097	0.07131	282	"Ontario"	0	"JN.1*"
"LQ*"	0.06112101	0.04189	0.08035	22	"Canada"	0	"JN.1*"
"KP.3*"	0.06067868	0.05303	0.06833	1009	"Ontario"	0	"JN.1*"
"KP.2*"	0.06060712	0.05593	0.06528	1448	"Canada"	0	"JN.1*"
"KP.2.13"	0.06045232	0.04524	0.07567	35	"Canada"	0	"JN.1"
"LQ.1.1"	0.06034578	0.04146	0.07923	20	"Canada"	0	"JN.1"
"KP.4.1.3"	0.0602558	NA	NA	15	"Canada"	0	"JN.1"
"JN.1.13*"	0.05989774	0.05017	0.06963	330	"Ontario"	0	"JN.1*"
"JN.1.16.1"	0.0597888	0.0503	0.06927	119	"Canada"	0	"JN.1"
"KS*"	0.05970478	0.04999	0.06942	328	"Ontario"	0	"JN.1*"
"KP.2.4"	0.05963846	0.03542	0.08386	14	"Ontario"	0	"JN.1"
"KP.1.1*"	0.0595475	0.05374	0.06536	621	"Canada"	0	"JN.1*"
"JN.1.4.5"	0.05953415	0	0.12693	19	"Nova Scotia"	0	"JN.1"
"KS.1*"	0.05943221	0.05295	0.06592	399	"Canada"	0	"JN.1*"
"LG*"	0.05861233	0.03003	0.08719	13	"Canada"	0	"JN.1*"
"KP.5"	0.05852918	0.04451	0.07255	38	"Canada"	0	"JN.1"
"LA.1"	0.05843025	0.04169	0.07517	25	"Canada"	0	"JN.1"
"LQ.1*"	0.05804827	0.0271	0.089	21	"Canada"	0	"JN.1*"
"JN.1.1*"	0.05803786	0.04304	0.07304	73	"Alberta"	0	"JN.1*"
"KS*"	0.05797608	0.0286	0.08736	20	"Quebec"	0	"JN.1*"
"JN.1.13*"	0.05797608	0.0286	0.08736	20	"Quebec"	0	"JN.1*"
"JN.1.28*"	0.05787849	0.02994	0.08582	11	"Alberta"	0	"JN.1*"
"KW*"	0.05787849	0.02994	0.08582	11	"Alberta"	0	"JN.1*"
"KP.1.1"	0.05748569	0.03154	0.08343	13	"Alberta"	0	"JN.1"
"KP.2.14"	0.05737528	0.03532	0.07943	24	"Canada"	0	"JN.1"
"LB.1.7"	0.05685262	0.03895	0.07475	26	"Canada"	0	"JN.1"
"KQ.1"	0.05669614	0.02311	0.09028	11	"British Columbia"	0	"JN.1"
"KP.1*"	0.05668881	0.05124	0.06213	671	"Canada"	0	"JN.1*"
"KP.1.1"	0.0562777	0.0412	0.07135	53	"Ontario"	0	"JN.1"
"KP.2.16"	0.0560451	0	0.18217	15	"Canada"	0	"JN.1"
"JN.1.16"	0.05604229	0.04225	0.06984	73	"British Columbia"	0	"JN.1"
"KP.2.14"	0.05589723	0.03376	0.07803	19	"Alberta"	0	"JN.1"
"KS.1"	0.05581038	0.04566	0.06596	230	"Ontario"	0	"JN.1"
"JN.1.16*"	0.05571149	0.04962	0.0618	416	"Canada"	0	"JN.1*"
"XDV.1"	0.05559014	0.04382	0.06736	59	"Canada"	0	"JN.1"
"LE.1*"	0.05529344	0.03967	0.07092	27	"Canada"	0	"JN.1*"
"JN.1.18.3"	0.05526825	0.03599	0.07454	17	"Canada"	0	"JN.1"
"LH*"	0.05509368	0.03807	0.07211	26	"Canada"	0	"JN.1*"
"KP.5"	0.0549248	0.03487	0.07498	24	"Alberta"	0	"JN.1"
"KP.3"	0.0545658	0.04912	0.06001	505	"Canada"	0	"JN.1"
"JN.1.16*"	0.05444135	0.0273	0.08159	29	"Quebec"	0	"JN.1*"
"KP.2"	0.054251	0.0283	0.0802	30	"Quebec"	0	"JN.1"
"KP.2*"	0.05420624	0.04663	0.06178	378	"British Columbia"	0	"JN.1*"
"LF*"	0.05361824	0.04095	0.06629	65	"Ontario"	0	"JN.1*"
"KP.1.1"	0.05322836	0.04161	0.06485	105	"British Columbia"	0	"JN.1"
"KS.1"	0.05291648	0.04641	0.05942	301	"Canada"	0	"JN.1"
"KP.1.1"	0.05288363	0.04504	0.06072	184	"Canada"	0	"JN.1"
"JN.1.16*"	0.0528629	0.04158	0.06414	92	"Ontario"	0	"JN.1*"
"JN.1.16"	0.05241951	0.03403	0.07081	25	"Alberta"	0	"JN.1"
"KP.4.2*"	0.05235223	0.03981	0.06489	40	"Canada"	0	"JN.1*"
"KW.1.1"	0.05205733	0.02851	0.07561	15	"Canada"	0	"JN.1"
"LF.1*"	0.05202679	0.03511	0.06894	23	"Canada"	0	"JN.1*"
"JN.1.13*"	0.05196248	0.04648	0.05745	552	"Canada"	0	"JN.1*"
"KS*"	0.05189301	0.04641	0.05738	548	"Canada"	0	"JN.1*"
"JN.1.16.1"	0.05188168	0.03822	0.06555	48	"Ontario"	0	"JN.1"
"JN.1.48*"	0.05184593	0.0383	0.06539	36	"Canada"	0	"JN.1*"
"KP.1*"	0.05178762	0.03985	0.06373	103	"Alberta"	0	"JN.1*"
"XDV.1"	0.05174033	0.03485	0.06863	36	"British Columbia"	0	"JN.1"
"LE.1"	0.05171772	0.03277	0.07066	21	"Ontario"	0	"JN.1"
"LE.1*"	0.05171772	0.03277	0.07066	21	"Ontario"	0	"JN.1*"
"KP.4.2"	0.05151308	0.03891	0.06412	38	"Canada"	0	"JN.1"
"JN.1.18.4"	0.05094069	0.03242	0.06946	19	"Canada"	0	"JN.1"
"KP.2"	0.05060247	0.04561	0.05559	731	"Canada"	0	"JN.1"
"KW.1*"	0.05026264	0.03783	0.0627	43	"Canada"	0	"JN.1*"
"JN.1.18*"	0.0500399	0.03699	0.06309	69	"Ontario"	0	"JN.1*"
"KP.4.1*"	0.0495196	0.04065	0.05839	93	"Canada"	0	"JN.1*"
"KP.2"	0.04939763	0.03931	0.05948	135	"Ontario"	0	"JN.1"
"KP.1*"	0.04875345	0.04034	0.05717	251	"British Columbia"	0	"JN.1*"
"JN.1.18"	0.04852555	0.03387	0.06318	51	"Ontario"	0	"JN.1"
"KP.4*"	0.0485056	0.0409	0.05612	135	"Canada"	0	"JN.1*"
"KP.1.1*"	0.04796084	0.03951	0.05641	243	"British Columbia"	0	"JN.1*"
"LD*"	0.04786132	0.03429	0.06143	33	"Canada"	0	"JN.1*"
"LE*"	0.04781494	0.03022	0.06541	23	"Ontario"	0	"JN.1*"
"LE.1"	0.04781005	0.03157	0.06405	21	"Canada"	0	"JN.1"
"KU*"	0.04767982	0.03464	0.06072	36	"Canada"	0	"JN.1*"
"LP*"	0.04754877	0.03404	0.06106	55	"British Columbia"	0	"JN.1*"
"JN.1.48.1"	0.04748487	0.03357	0.0614	29	"Canada"	0	"JN.1"
"JN.1.30*"	0.04748012	0.03462	0.06034	37	"Canada"	0	"JN.1*"
"JN.1.4*"	0.04694593	0	0.10509	34	"New Brunswick"	0	"JN.1*"
"JN.1.13.1"	0.04639632	0.02997	0.06282	39	"Alberta"	0	"JN.1"
"KQ.1"	0.04613042	0.03066	0.06161	23	"Canada"	0	"JN.1"
"KP.1.1.1"	0.04609565	0.03392	0.05827	69	"British Columbia"	0	"JN.1"
"KP.2.4"	0.0459633	0.02815	0.06377	17	"Canada"	0	"JN.1"
"JN.1.16"	0.0450813	0.03741	0.05275	148	"Canada"	0	"JN.1"
"JN.1.48*"	0.04461024	0.02799	0.06123	26	"British Columbia"	0	"JN.1*"
"JN.1.40"	0.04361596	0.02294	0.0643	14	"Ontario"	0	"JN.1"
"KQ*"	0.04334836	0.03103	0.05567	36	"Canada"	0	"JN.1*"
"KP.4.1"	0.04332645	0.03417	0.05249	72	"Canada"	0	"JN.1"
"JN.1.18*"	0.04314612	0.02826	0.05803	35	"Alberta"	0	"JN.1*"
"JN.1.48.1"	0.04301446	0.02622	0.0598	25	"British Columbia"	0	"JN.1"
"LD*"	0.04301446	0.02622	0.0598	25	"British Columbia"	0	"JN.1*"
"KP.2"	0.04268061	0.03413	0.05123	169	"British Columbia"	0	"JN.1"
"LE*"	0.04265495	0.02069	0.06462	11	"Alberta"	0	"JN.1*"
"KP.2.1"	0.04114826	0.026	0.0563	39	"Alberta"	0	"JN.1"
"LE*"	0.04108718	0.02909	0.05308	38	"Canada"	0	"JN.1*"
"KQ*"	0.04099039	0.02118	0.0608	17	"British Columbia"	0	"JN.1*"
"JN.1.18.2"	0.04076776	0.02544	0.0561	20	"Canada"	0	"JN.1"
"JN.1.1*"	0.0407453	0.02716	0.05433	28	"Ontario"	0	"JN.1*"
"KP.2.1"	0.04073953	0.03093	0.05055	68	"Canada"	0	"JN.1"
"JN.1.13.1"	0.04005736	0.0263	0.05381	46	"Ontario"	0	"JN.1"
"JN.1.49*"	0.03984579	0.02219	0.05751	14	"Canada"	0	"JN.1*"
"JN.1.40"	0.03974804	0.0211	0.05839	14	"Canada"	0	"JN.1"
"KW*"	0.03968619	0.02908	0.05029	50	"Canada"	0	"JN.1*"
"XDK*"	0.03964087	0.02791	0.05137	57	"British Columbia"	0	"JN.1*"
"KP.4*"	0.0386482	0.01993	0.05737	19	"Alberta"	0	"JN.1*"
"KP.1*"	0.03848188	0.01684	0.06012	25	"Quebec"	0	"JN.1*"
"KP.1.1*"	0.03743753	0.01581	0.05907	24	"Quebec"	0	"JN.1*"
"JN.1.4.3"	0.03729471	0.01873	0.05586	13	"Canada"	0	"JN.1"
"KS*"	0.03679142	0.02669	0.04689	87	"British Columbia"	0	"JN.1*"
"JN.1.13*"	0.03653695	0.02649	0.04659	88	"British Columbia"	0	"JN.1*"
"JN.1.18*"	0.03638986	0.03029	0.04249	207	"Canada"	0	"JN.1*"
"XDK*"	0.03538033	0.01759	0.05317	18	"Alberta"	0	"JN.1*"
"LA*"	0.03529193	0.02449	0.0461	44	"Canada"	0	"JN.1*"
"XDP"	0.03525254	0.02539	0.04511	116	"British Columbia"	0	"JN.1"
"KW*"	0.03521252	0.01812	0.0523	20	"British Columbia"	0	"JN.1*"
"KW*"	0.03501009	0.01572	0.0543	12	"Ontario"	0	"JN.1*"
"KW.1*"	0.03501009	0.01572	0.0543	12	"Ontario"	0	"JN.1*"
"JN.1.26"	0.03422589	0.02422	0.04424	58	"Canada"	0	"JN.1"
"XDK.1*"	0.03376209	0.02106	0.04647	46	"British Columbia"	0	"JN.1*"
"KP.4.1*"	0.03365344	0.02185	0.04545	48	"British Columbia"	0	"JN.1*"
"JN.1.26"	0.03362646	0.02179	0.04546	57	"British Columbia"	0	"JN.1"
"XDK.1"	0.03331928	0.01509	0.05155	17	"Alberta"	0	"JN.1"
"XDK.1*"	0.03331928	0.01509	0.05155	17	"Alberta"	0	"JN.1*"
"XDP"	0.03253413	0.02517	0.0399	145	"Canada"	0	"JN.1"
"KP.4*"	0.03250695	0.02163	0.04338	59	"British Columbia"	0	"JN.1*"
"JN.1.11.1"	0.03231097	0.02116	0.04346	127	"Alberta"	0	"JN.1"
"JN.1.1*"	0.03198502	0.00418	0.05979	12	"Quebec"	0	"JN.1*"
"JN.1.7.4"	0.03182204	0.01368	0.04997	14	"Canada"	0	"JN.1"
"JN.1.28*"	0.03152784	0.01294	0.05011	13	"Ontario"	0	"JN.1*"
"JN.1.1*"	0.03151185	0.02573	0.03729	214	"Canada"	0	"JN.1*"
"XDP*"	0.03137471	0.0223	0.04045	140	"British Columbia"	0	"JN.1*"
